Date;Price;Open;High;Low;Vol.;Change %;;;
45146;297774;29.204.2;30.168.6;29.137.7;62570.0;0.0196;;;
45145;292042;29.081.3;29.270.2;28.721.0;41190.0;0.0042;;;
45144;290813;29.067.9;29.198.9;28.987.4;16.030.000.000.000.000;0.0005;;;
45143;290681;29.105.6;29.139.3;28.983.0;14550.0;-0.0013;;;
45142;291055;29.189.1;29.319.1;28.875.8;31430.0;-0.0029;;;
45141;291893;29.180.9;29.409.8;28.981.0;36080.0;0.0005;;;
45140;291737;29.711.8;30.025.9;28.961.6;67410.0;-0.0181;;;
45139;297122;29.232.3;29.712.2;28.611.0;6.401.000.000.000.000;0.016399999999999998;;;
45138;292324;29.282.0;29.502.3;29.128.3;31840.0;-0.0017000000000000001;;;
45137;292817;29.354.2;29.446.6;29.054.5;20580.0;-0.0024;;;
45136;293535;29.315.0;29.400.1;29.256.9;13900.0;0.0013;;;
45135;293150;29.222.7;29.533.0;29.125.1;31420.0;0.0032;;;
45134;292227;29.352.9;29.568.8;29.094.0;30420.0;-0.0044;;;
45133;293522;29.228.8;29.681.8;29.109.7;44330.0;0.0042;;;
45132;292286;29.178.3;29.365.4;29.058.7;29050.0;0.0017000000000000001;;;
45131;291781;30.085.9;30.098.2;28.890.7;55730.0;-0.0302;;;
45130;300859;29.788.9;30.337.0;29.735.7;23320.0;0.01;;;
45129;297889;29.904.5;29.988.0;29.657.3;18470.0;-0.0038;;;
45128;299031;29.801.0;30.058.9;29.739.9;32.590.000.000.000.000;0.0034000000000000002;;;
45127;298010;29.909.7;30.408.0;29.621.4;50330.0;-0.0036;;;
45126;299097;29.866.7;30.185.5;29.789.3;34960.0;0.0014000000000000002;;;
45125;298668;30.139.7;30.242.4;29.624.6;42400.0;-0.0091;;;
45124;301397;30.235.5;30.335.9;29.693.3;42840.0;-0.0032;;;
45123;302355;30.291.8;30.435.0;30.075.4;20310.0;-0.0018;;;
45122;302914;30.316.8;30.395.4;30.246.9;17060.0;-0.0009;;;
45121;303174;31.465.4;31.602.6;29.944.3;82420.0;-0.0365;;;
45120;314661;30.387.3;31.764.5;30.260.0;99810.0;0.0355;;;
45119;303873;30.623.3;30.951.3;30.231.7;54060.0;-0.0077;;;
45118;306233;30.414.2;30.782.2;30.333.8;39840.0;0.0068000000000000005;;;
45117;304153;30.166.9;31.019.6;29.969.1;55240.0;0.008199999999999999;;;
45116;301669;30.288.8;30.425.5;30.071.9;20050.0;-0.004;;;
45115;302888;30.346.8;30.379.9;30.055.9;17410.0;-0.0019;;;
45114;303464;29.912.7;30.442.0;29.757.4;46420.0;0.014499999999999999;;;
45113;299131;30.512.8;31.463.6;29.869.0;90810.0;-0.0197;;;
45112;305128;30.768.6;30.875.6;30.233.3;43230.0;-0.0083;;;
45111;307684;31.152.0;31.326.5;30.657.8;42120.0;-0.0123;;;
45110;311513;30.617.5;31.377.0;30.581.5;56490.0;0.0174;;;
45109;306177;30.587.1;30.769.0;30.227.9;28820.0;0.001;;;
45108;305868;30.472.9;30.649.9;30.329.0;22460.0;0.0037;;;
45107;304729;30.445.7;31.275.5;29.714.5;118650.0;0.0009;;;
45106;304457;30.077.3;30.823.1;30.051.3;49570.0;0.012199999999999999;;;
45105;300786;30.691.9;30.703.4;29.919.5;51060.0;-0.0199;;;
45104;306891;30.267.0;30.993.7;30.231.3;55820.0;0.0139;;;
45103;302670;30.466.3;30.645.9;29.986.3;58710.0;-0.006500000000000001;;;
45102;304653;30.533.6;31.040.2;30.315.8;37120.0;-0.0022;;;
45101;305336;30.680.7;30.795.3;30.269.4;38150.0;-0.0048;;;
45100;306794;29.890.2;31.395.4;29.822.6;98850.0;0.0264;;;
45099;298905;29.992.8;30.497.8;29.590.4;79220.0;-0.0034999999999999996;;;
45098;299969;28.307.7;30.769.5;28.270.5;143490.0;0.059699999999999996;;;
45097;283077;26.845.9;28.393.0;26.665.5;100550.0;0.054400000000000004;;;
45096;268459;26.339.7;27.029.7;26.295.1;46450.0;0.0192;;;
45095;263397;26.515.0;26.679.3;26.290.6;27310.0;-0.0066;;;
45094;265150;26.341.3;26.767.3;26.183.5;35860.0;0.0066;;;
45093;263413;25.591.9;26.472.8;25.276.0;69240.0;0.029300000000000003;;;
45092;255913;25.129.5;25.732.8;24.838.0;68380.0;0.0184;;;
45091;251295;25.929.0;26.051.7;24.847.4;60820.0;-0.0308;;;
45090;259294;25.906.9;26.428.9;25.726.4;56240.0;0.0009;;;
45089;259068;25.927.9;26.080.7;25.635.0;40750.0;-0.0008;;;
45088;259284;25.843.3;26.190.1;25.660.8;39200.0;0.0033;;;
45087;258440;26.479.3;26.525.1;25.468.3;83570.0;-0.024;;;
45086;264793;26.501.1;26.773.9;26.326.7;38960.0;-0.0008;;;
45085;265011;26.341.8;26.784.4;26.231.3;39950.0;0.006;;;
45084;263425;27.230.2;27.342.0;26.141.0;77480.0;-0.0326;;;
45083;272302;25.745.6;27.325.2;25.425.6;88610.0;0.0576;;;
45082;257474;27.122.3;27.125.5;25.437.5;85420.0;-0.0507;;;
45081;271223;27.070.9;27.410.2;26.956.1;23810.0;0.0019;;;
45080;270720;27.246.0;27.317.5;26.931.4;20620.0;-0.0063;;;
45079;272447;26.819.0;27.299.4;26.541.3;49370.0;0.0159;;;
45078;268190;27.216.4;27.340.9;26.662.3;51980.0;-0.0146;;;
45077;272161;27.696.9;27.825.0;26.865.1;63080.0;-0.0174;;;
45076;276982;27.738.9;28.033.6;27.583.8;45190.0;-0.0015;;;
45075;277394;28.068.4;28.431.2;27.548.8;54560.0;-0.0118;;;
45074;280712;26.855.3;28.181.9;26.788.5;55230.0;0.0452;;;
45073;268575;26.711.2;26.882.9;26.591.2;18680.0;0.0055000000000000005;;;
45072;267115;26.475.5;26.911.6;26.330.0;45880.0;0.0089;;;
45071;264758;26.327.1;26.589.2;25.892.5;50170.0;0.005600000000000001;;;
45070;263284;27.220.7;27.220.7;26.088.7;72650.0;-0.032799999999999996;;;
45069;272207;26.851.6;27.448.1;26.804.1;50890.0;0.0139;;;
45068;268473;26.749.9;27.048.9;26.546.1;35560.0;0.0036;;;
45067;267499;27.116.2;27.257.1;26.677.6;27420.0;-0.013500000000000002;;;
45066;271162;26.883.0;27.147.2;26.831.3;17720.0;0.0087;;;
45065;268829;26.828.2;27.154.7;26.711.3;36670.0;0.002;;;
45064;268280;27.403.8;27.467.0;26.449.8;63390.0;-0.021;;;
45063;274031;27.035.5;27.465.3;26.597.7;58140.0;0.013600000000000001;;;
45062;270353;27.183.9;27.295.3;26.881.9;45290.0;-0.0055000000000000005;;;
45061;271839;26.920.4;27.651.7;26.752.1;53270.0;0.0098;;;
45060;269200;26.777.4;27.176.1;26.609.9;26350.0;0.0053;;;
45059;267775;26.798.7;27.011.9;26.695.6;27950.0;-0.0008;;;
45058;267992;26.983.1;27.044.0;25.853.1;87490.0;-0.0068000000000000005;;;
45057;269835;27.604.3;27.607.4;26.766.2;62850.0;-0.0225;;;
45056;276033;27.634.3;28.311.7;26.885.7;91450.0;-0.0011;;;
45055;276349;27.670.5;27.816.0;27.366.3;49750.0;-0.0013;;;
45054;276705;28.424.8;28.627.8;27.280.3;85720.0;-0.0265;;;
45053;284248;28.857.1;29.122.0;28.419.6;36500.0;-0.015;;;
45052;288571;29.512.8;29.816.4;28.414.9;58940.0;-0.0222;;;
45051;295132;28.842.2;29.653.9;28.825.3;74520.0;0.0233;;;
45050;288421;29.023.6;29.352.7;28.687.4;53800.0;-0.0063;;;
45049;290236;28.669.1;29.244.7;28.164.4;81220.0;0.0124;;;
45048;286691;28.079.0;28.877.4;27.913.2;65330.0;0.021099999999999997;;;
45047;280776;29.252.1;29.329.6;27.685.9;84360.0;-0.04019999999999999;;;
45046;292521;29.235.1;29.941.3;29.095.0;47620.0;0.0006;;;
45045;292341;29.318.4;29.425.5;29.058.5;25720.0;-0.003;;;
45044;293218;29.475.9;29.587.2;28.927.8;69880.0;-0.0052;;;
45043;294759;28.424.5;29.859.8;28.392.4;121630.0;0.037000000000000005;;;
45042;284246;28.298.8;29.995.7;27.307.8;164310.0;0.0044;;;
45041;282988;27.510.1;28.375.6;27.201.1;65310.0;0.0287;;;
45040;275093;27.591.4;27.978.8;27.054.3;66740.0;-0.003;;;
45039;275914;27.813.8;27.815.0;27.388.5;41770.0;-0.008;;;
45038;278139;27.264.8;27.872.0;27.165.7;44300.0;0.020099999999999996;;;
45037;272648;28.240.5;28.353.4;27.171.1;98720.0;-0.0346;;;
45036;282405;28.813.7;29.082.1;28.032.4;95450.0;-0.0199;;;
45035;288137;30.382.2;30.408.4;28.641.1;111270.0;-0.0516;;;
45034;303822;29.434.1;30.470.1;29.149.2;76580.0;0.0322;;;
45033;294349;30.310.8;30.312.2;29.274.0;71900.0;-0.028900000000000002;;;
45032;303103;30.299.2;30.545.3;30.134.6;34480.0;0.0004;;;
45031;302996;30.472.6;30.586.5;30.208.8;31710.0;-0.005699999999999999;;;
45030;304725;30.387.4;30.964.9;30.026.0;98380.0;0.0028000000000000004;;;
45029;303874;29.892.4;30.524.1;29.864.5;65870.0;0.0168;;;
45028;298864;30.209.8;30.473.0;29.679.5;78690.0;-0.010700000000000001;;;
45027;302096;29.641.0;30.484.6;29.597.8;89380.0;0.0192;;;
45026;296410;28.326.5;29.755.4;28.182.9;85730.0;0.0464;;;
45025;283266;27.941.2;28.522.7;27.809.2;39350.0;0.0138;;;
45024;279412;27.910.4;28.153.1;27.863.8;23730.0;0.0011;;;
45023;279104;28.037.6;28.102.5;27.779.4;30940.0;-0.0045000000000000005;;;
45022;280367;28.173.5;28.173.5;27.734.5;51290.0;-0.0049;;;
45021;281735;28.164.4;28.744.4;27.823.5;77320.0;0.0003;;;
45020;281644;27.802.2;28.429.1;27.668.9;64060.0;0.013000000000000001;;;
45019;278021;28.194.7;28.458.4;27.256.9;98000.0;-0.0141;;;
45018;281983;28.456.1;28.522.8;27.871.7;45040.0;-0.0091;;;
45017;284561;28.473.7;28.795.1;28.285.6;38090.0;-0.0006;;;
45016;284737;28.029.3;28.646.3;27.587.5;98440.0;0.0158;;;
45015;280295;28.350.3;29.160.4;27.716.7;122510.0;-0.0113;;;
45014;283504;27.262.9;28.627.4;27.249.8;109320.0;0.039900000000000005;;;
45013;272622;27.127.8;27.465.0;26.665.6;94160.0;0.0049;;;
45012;271298;27.974.8;28.023.3;26.611.5;107240.0;-0.0302;;;
45011;279735;27.474.9;28.153.7;27.429.1;60640.0;0.0181;;;
45010;274756;27.462.2;27.761.9;27.176.7;61360.0;0.0005;;;
45009;274622;28.306.9;28.374.5;27.026.5;110360.0;-0.03;;;
45008;283107;27.262.8;28.734.1;27.144.6;158460.0;0.0385;;;
45007;272617;28.114.2;28.760.3;26.668.7;26.202.999.999.999.900;-0.030299999999999997;;;
45006;281140;27.719.8;28.437.8;27.350.6;438780.0;0.014199999999999999;;;
45005;277205;27.958.9;28.457.8;27.157.0;503900.0;-0.0085;;;
45004;279587;26.914.5;28.347.3;26.844.6;393270.0;0.0388;;;
45003;269145;27.391.9;27.659.1;26.688.7;392470.0;-0.0174;;;
45002;273918;25.004.4;27.742.2;24.900.1;674960.0;0.0955;;;
45001;250041;24.283.2;25.139.0;24.147.9;462580.0;0.0297;;;
45000;242827;24.699.6;25.108.9;23.932.4;614310.0;-0.0169;;;
44999;246997;24.121.5;26.365.9;23.994.6;753060.0;0.024300000000000002;;;
44998;241144;21.994.8;24.406.2;21.859.6;733630.0;0.0964;;;
44997;219948;20.465.0;22.028.6;20.294.2;455690.0;0.0746;;;
44996;204675;20.156.5;20.669.5;19.796.7;453460.0;0.0154;;;
44995;201567;20.362.0;20.362.6;19.591.8;655270.0;-0.0101;;;
44994;203618;21.710.8;21.826.5;20.079.6;468760.0;-0.0621;;;
44993;217108;22.197.8;22.274.3;21.661.3;316510.0;-0.0219;;;
44992;221978;22.410.1;22.535.1;21.968.6;304750.0;-0.0095;;;
44991;224100;22.428.2;22.595.4;22.320.1;215310.0;-0.0008;;;
44990;224283;22.347.1;22.636.7;22.213.5;160570.0;0.0036;;;
44989;223471;22.354.7;22.403.7;22.167.4;123930.0;-0.0003;;;
44988;223544;23.465.6;23.473.4;22.051.9;344630.0;-0.0473;;;
44987;234654;23.642.2;23.780.5;23.208.7;249260.0;-0.0075;;;
44986;236422;23.130.6;23.914.1;23.025.3;328770.0;0.022099999999999998;;;
44985;231305;23.494.0;23.595.0;23.033.8;275100.0;-0.0155;;;
44984;234941;23.558.7;23.876.2;23.166.8;297650.0;-0.0027;;;
44983;235587;23.166.1;23.671.8;23.066.0;209120.0;0.0169;;;
44982;231661;23.191.3;23.215.3;22.777.4;198350.0;-0.0011;;;
44981;231915;23.936.4;24.123.4;22.970.3;367990.0;-0.0311;;;
44980;239363;24.186.6;24.590.4;23.637.9;417460.0;-0.0103;;;
44979;241866;24.450.7;24.474.3;23.593.4;400240.0;-0.0108;;;
44978;244507;24.839.5;25.236.8;24.160.8;395970.0;-0.015700000000000002;;;
44977;248395;24.302.8;25.085.4;23.868.6;363020.0;0.022099999999999998;;;
44976;243029;24.631.3;25.175.2;24.273.7;312640.0;-0.013300000000000001;;;
44975;246314;24.573.5;24.838.9;24.457.0;223770.0;0.0024;;;
44974;245735;23.538.2;24.984.7;23.373.0;523850.0;0.043899999999999995;;;
44973;235396;24.328.1;25.233.8;23.525.9;484500.0;-0.032400000000000005;;;
44972;243279;22.198.5;24.330.9;22.050.8;401530.0;0.0959;;;
44971;221985;21.776.9;22.308.6;21.556.2;378390.0;0.0196;;;
44970;217726;21.782.7;21.887.5;21.418.7;312040.0;-0.0007000000000000001;;;
44969;217868;21.859.9;22.080.7;21.653.1;211650.0;-0.0033;;;
44968;218598;21.627.4;21.902.9;21.605.3;182070.0;0.0104;;;
44967;216350;21.792.5;21.933.6;21.491.7;352790.0;-0.0072;;;
44966;217925;22.964.6;23.003.6;21.744.6;425440.0;-0.051;;;
44965;229646;23.251.7;23.425.1;22.691.7;289120.0;-0.0123;;;
44964;232517;22.761.8;23.338.8;22.748.2;318980.0;0.0215;;;
44963;227618;22.936.0;23.130.6;22.633.7;278580.0;-0.0076;;;
44962;229360;23.326.9;23.423.4;22.766.5;217260.0;-0.0166;;;
44961;233238;23.431.2;23.571.8;23.269.8;170270.0;-0.0046;;;
44960;234312;23.429.1;23.694.1;23.233.8;349360.0;0.0002;;;
44959;234276;23.726.2;24.207.2;23.398.1;382860.0;-0.0126;;;
44958;237256;23.124.7;23.784.5;22.809.6;333180.0;0.026000000000000002;;;
44957;231251;22.832.2;23.262.9;22.724.9;289380.0;0.0128;;;
44956;228322;23.746.0;23.794.0;22.560.0;339620.0;-0.0388;;;
44955;237531;23.023.5;23.952.9;22.973.3;320860.0;0.0315;;;
44954;230279;23.074.6;23.182.3;22.889.8;156960.0;-0.002;;;
44953;230746;23.016.0;23.480.3;22.602.9;310360.0;0.0025;;;
44952;230160;23.055.2;23.259.5;22.869.0;320970.0;-0.0017000000000000001;;;
44951;230551;22.632.5;23.779.0;22.366.3;388180.0;0.0187;;;
44950;226325;22.916.3;23.156.1;22.517.1;334170.0;-0.0123;;;
44949;229155;22.709.0;23.161.8;22.527.9;327850.0;0.0091;;;
44948;227078;22.775.7;23.068.7;22.323.0;280640.0;-0.003;;;
44947;227757;22.677.5;23.304.5;22.461.1;382690.0;0.0043;;;
44946;226772;21.074.9;22.718.5;20.879.3;373740.0;0.0757;;;
44945;210812;20.670.6;21.169.4;20.669.7;275760.0;0.0199;;;
44944;206706;21.137.1;21.584.1;20.448.3;388670.0;-0.022099999999999998;;;
44943;211371;21.184.4;21.506.4;20.926.2;310040.0;-0.0022;;;
44942;211842;20.880.1;21.416.8;20.698.9;337460.0;0.0146;;;
44941;208798;20.956.0;21.032.2;20.585.7;205800.0;-0.0037;;;
44940;209582;19.926.9;21.185.6;19.898.6;458210.0;0.051699999999999996;;;
44939;199270;18.850.8;19.981.6;18.723.8;426670.0;0.0571;;;
44938;188513;17.941.0;19.055.3;17.915.5;522010.0;0.0507;;;
44937;179423;17.440.5;17.989.8;17.323.9;291530.0;0.028900000000000002;;;
44936;174391;17.180.1;17.491.0;17.151.7;247140.0;0.0151;;;
44935;171801;17.119.0;17.390.8;17.107.1;301240.0;0.0036;;;
44934;171190;16.943.6;17.119.0;16.913.8;144840.0;0.0104;;;
44933;169436;16.950.9;16.979.6;16.909.7;110480.0;-0.0004;;;
44932;169509;16.829.8;17.012.3;16.707.6;233470.0;0.0072;;;
44931;168298;16.852.2;16.877.9;16.772.3;178960.0;-0.0013;;;
44930;168521;16.674.2;16.976.5;16.656.5;247390.0;0.010700000000000001;;;
44929;166742;16.673.1;16.773.2;16.607.2;178730.0;0.0;;;
44928;166743;16.618.4;16.766.9;16.551.0;136030.0;0.0034000000000000002;;;
44927;166184;16.537.5;16.621.9;16.499.7;107840.0;0.0049;;;
44926;165374;16.607.2;16.635.9;16.487.3;130440.0;-0.0042;;;
44925;166072;16.636.4;16.644.4;16.360.0;192760.0;-0.0018;;;
44924;166364;16.546.2;16.659.1;16.496.6;181470.0;0.0055000000000000005;;;
44923;165462;16.705.9;16.781.1;16.474.2;217960.0;-0.0096;;;
44922;167061;16.918.2;16.964.0;16.610.1;192180.0;-0.0125;;;
44921;169181;16.831.8;16.936.1;16.799.4;133360.0;0.0051;;;
44920;168318;16.835.7;16.852.9;16.733.0;132890.0;-0.0003;;;
44919;168372;16.778.6;16.855.8;16.777.8;110120.0;0.0034999999999999996;;;
44918;167791;16.820.5;16.910.7;16.768.0;184120.0;-0.0025;;;
44917;168206;16.831.8;16.862.2;16.566.1;198280.0;-0.0007000000000000001;;;
44916;168318;16.902.7;16.919.4;16.735.0;174340.0;-0.0042;;;
44915;169028;16.441.3;17.031.3;16.400.7;284570.0;0.0281;;;
44914;164413;16.741.1;16.809.5;16.331.2;207930.0;-0.0179;;;
44913;167411;16.777.0;16.825.7;16.666.5;124290.0;-0.0021;;;
44912;167771;16.629.0;16.794.4;16.587.0;164490.0;0.0089;;;
44911;166296;17.356.7;17.518.5;16.542.4;303560.0;-0.04190000000000001;;;
44910;173561;17.796.4;17.846.1;17.298.2;263440.0;-0.024700000000000003;;;
44909;177964;17.778.6;18.351.8;17.682.1;318980.0;0.001;;;
44908;177786;17.210.9;17.951.6;17.094.5;328710.0;0.033;;;
44907;172104;17.093.2;17.232.5;16.878.5;249390.0;0.0068000000000000005;;;
44906;170933;17.127.0;17.262.9;17.080.6;167200.0;-0.002;;;
44905;171272;17.125.7;17.220.5;17.105.7;148810.0;0.0001;;;
44904;171257;17.225.6;17.288.6;17.082.1;26.083.999.999.999.900;-0.0058;;;
44903;172257;16.835.2;17.294.2;16.765.8;261640.0;0.0232;;;
44902;168352;17.089.4;17.126.7;16.715.3;244360.0;-0.0149;;;
44901;170893;16.966.3;17.101.1;16.914.9;246190.0;0.0072;;;
44900;169665;17.106.9;17.395.2;16.886.9;268720.0;-0.0085;;;
44899;171126;16.884.8;17.198.1;16.881.6;197120.0;0.013500000000000002;;;
44898;168845;17.093.4;17.132.6;16.862.1;169290.0;-0.012199999999999999;;;
44897;170936;16.972.2;17.096.2;16.799.9;227010.0;0.0072;;;
44896;169720;17.163.4;17.244.7;16.868.9;266140.0;-0.011200000000000002;;;
44895;171639;16.440.8;17.215.5;16.433.2;348220.0;0.044000000000000004;;;
44894;164404;16.211.9;16.531.4;16.100.1;271580.0;0.0141;;;
44893;162117;16.426.1;16.481.4;16.013.5;284840.0;-0.013000000000000001;;;
44892;164256;16.456.4;16.595.4;16.414.6;173250.0;-0.0019;;;
44891;164565;16.512.3;16.686.3;16.387.9;194940.0;-0.0034000000000000002;;;
44890;165123;16.600.6;16.611.8;16.360.9;204070.0;-0.0054;;;
44889;166012;16.604.9;16.785.6;16.472.0;229590.0;-0.0014000000000000002;;;
44888;166239;16.216.9;16.677.6;16.162.3;305080.0;0.0253;;;
44887;162129;15.776.6;16.274.6;15.620.4;287210.0;0.0277;;;
44886;157762;16.278.6;16.287.9;15.504.2;372150.0;-0.0313;;;
44885;162867;16.699.3;16.749.3;16.209.2;172830.0;-0.024700000000000003;;;
44884;166992;16.652.2;16.814.9;16.608.9;114890.0;0.0037;;;
44883;166383;16.715.4;16.846.3;16.553.0;241960.0;-0.0032;;;
44882;166912;16.540.5;16.739.7;16.425.8;257000.0;0.0091;;;
44881;165405;16.895.4;16.993.4;16.408.2;295730.0;-0.021;;;
44880;168951;16.615.0;17.112.0;16.543.9;337150.0;0.0169;;;
44879;166137;16.325.0;17.158.4;15.834.0;442460.0;0.0177;;;
44878;163245;16.803.9;16.946.5;16.274.9;210800.0;-0.027999999999999997;;;
44877;167952;17.049.9;17.100.8;16.633.9;192910.0;-0.0149;;;
44876;170499;17.589.1;17.679.4;16.435.5;466350.0;-0.030699999999999998;;;
44875;175891;15.887.0;18.138.2;15.799.3;720740.0;0.10710000000000001;;;
44874;158869;18.538.9;18.583.8;15.603.3;869570.0;-0.1425;;;
44873;185274;20.589.0;20.667.5;17.260.0;865100.0;-0.1001;;;
44872;205890;20.916.3;21.055.4;20.410.5;414240.0;-0.015600000000000001;;;
44871;209163;21.298.7;21.360.4;20.901.0;242260.0;-0.0181;;;
44870;213016;21.145.7;21.464.7;21.084.1;26.123.000.000.000.000;0.0074;;;
44869;211459;20.206.4;21.281.9;20.184.6;499500.0;0.04650000000000001;;;
44868;202064;20.154.0;20.384.5;20.066.6;347230.0;0.0026;;;
44867;201544;20.482.9;20.778.3;20.065.8;420230.0;-0.0161;;;
44866;204835;20.496.1;20.676.6;20.348.1;302720.0;-0.0006;;;
44865;204963;20.626.0;20.822.4;20.260.0;327470.0;-0.0063;;;
44864;206263;20.809.4;20.922.3;20.522.5;207630.0;-0.0088;;;
44863;208098;20.594.2;21.038.1;20.561.9;276540.0;0.0105;;;
44862;205944;20.293.0;20.744.0;20.058.2;318900.0;0.0149;;;
44861;202929;20.769.5;20.867.9;20.231.6;365490.0;-0.0229;;;
44860;207695;20.086.8;20.981.5;20.062.9;427990.0;0.0342;;;
44859;200827;19.331.8;20.406.9;19.249.0;371540.0;0.038900000000000004;;;
44858;193315;19.571.2;19.588.6;19.177.2;286940.0;-0.012199999999999999;;;
44857;195712;19.204.8;19.680.9;19.092.5;180630.0;0.0191;;;
44856;192048;19.162.6;19.249.9;19.116.1;118240.0;0.0022;;;
44855;191626;19.042.9;19.245.5;18.703.3;294660.0;0.0063;;;
44854;190429;19.125.1;19.334.5;18.935.6;253200.0;-0.0042;;;
44853;191239;19.328.2;19.358.6;19.101.2;209280.0;-0.0106;;;
44852;193282;19.548.4;19.692.9;19.102.8;290070.0;-0.0113;;;
44851;195482;19.262.2;19.663.5;19.163.6;248400.0;0.0149;;;
44850;192619;19.068.8;19.411.9;19.066.0;140950.0;0.0101;;;
44849;190687;19.181.7;19.218.7;19.000.8;123660.0;-0.0059;;;
44848;191818;19.379.8;19.933.9;19.098.6;400450.0;-0.0102;;;
44847;193798;19.154.6;19.494.4;18.207.9;455130.0;0.011699999999999999;;;
44846;191548;19.058.5;19.212.6;19.010.6;242180.0;0.005;;;
44845;190591;19.134.3;19.261.3;18.868.7;288570.0;-0.0039000000000000003;;;
44844;191346;19.441.7;19.520.7;19.057.0;243770.0;-0.0158;;;
44843;194410;19.416.3;19.552.1;19.329.6;127530.0;0.0013;;;
44842;194150;19.530.2;19.612.2;19.274.7;113500.0;-0.006;;;
44841;195313;19.962.4;20.051.4;19.352.1;263500.0;-0.0213;;;
44840;199567;20.157.5;20.436.7;19.873.7;370600.0;-0.01;;;
44839;201575;20.340.5;20.353.8;19.761.7;352760.0;-0.009000000000000001;;;
44838;203402;19.629.7;20.436.1;19.506.4;368170.0;0.0363;;;
44837;196283;19.057.6;19.676.0;19.001.3;333030.0;0.0302;;;
44836;190522;19.311.9;19.389.9;18.937.3;222820.0;-0.0134;;;
44835;193119;19.422.9;19.480.3;19.172.6;173910.0;-0.005699999999999999;;;
44834;194230;19.593.4;20.174.9;19.208.9;490290.0;-0.0087;;;
44833;195930;19.420.2;19.631.5;18.877.9;449570.0;0.009399999999999999;;;
44832;194110;19.083.4;19.757.8;18.505.3;581190.0;0.0173;;;
44831;190810;19.228.8;20.361.2;18.850.4;660120.0;-0.0075;;;
44830;192257;18.803.1;19.304.8;18.695.2;516030.0;0.0225;;;
44829;188032;18.925.1;19.125.1;18.659.6;209710.0;-0.0064;;;
44828;189252;19.288.4;19.310.6;18.812.0;258500.0;-0.0191;;;
44827;192935;19.404.1;19.477.3;18.554.8;431150.0;-0.005699999999999999;;;
44826;194040;18.488.1;19.490.9;18.371.0;448630.0;0.0495;;;
44825;184890;18.875.1;19.758.4;18.191.8;446850.0;-0.0203;;;
44824;188724;19.538.9;19.626.3;18.742.6;361180.0;-0.0341;;;
44823;195389;19.417.4;19.666.6;18.277.8;423430.0;0.0062;;;
44822;194188;20.113.9;20.113.9;19.347.7;273110.0;-0.0345;;;
44821;201135;19.802.8;20.178.6;19.761.0;204580.0;0.015700000000000002;;;
44820;198024;19.701.9;19.883.0;19.352.9;315590.0;0.0051;;;
44819;197017;20.222.3;20.321.4;19.532.3;358420.0;-0.0258;;;
44818;202225;20.175.5;20.503.7;19.654.2;374220.0;0.0023;;;
44817;201755;22.395.3;22.702.5;19.909.6;485320.0;-0.09910000000000001;;;
44816;223953;21.836.6;22.465.4;21.581.6;431980.0;0.025699999999999997;;;
44815;218349;21.650.4;21.836.4;21.363.0;297120.0;0.0085;;;
44814;216504;21.363.8;21.790.6;21.139.9;331120.0;0.013300000000000001;;;
44813;213652;19.318.8;21.545.7;19.294.1;480370.0;0.106;;;
44812;193174;19.281.5;19.444.7;19.034.5;291430.0;0.0019;;;
44811;192815;18.786.3;19.445.9;18.548.4;319100.0;0.0264;;;
44810;187864;19.793.4;20.169.3;18.723.3;402430.0;-0.0509;;;
44809;197931;19.999.9;20.042.9;19.650.7;238710.0;-0.0103;;;
44808;199999;19.832.2;20.017.8;19.594.7;158270.0;0.0085;;;
44807;198314;19.952.8;20.043.8;19.660.7;157850.0;-0.0060999999999999995;;;
44806;199527;20.131.6;20.428.2;19.764.7;272220.0;-0.0086;;;
44805;201261;20.049.9;20.202.7;19.584.4;275080.0;0.0040999999999999995;;;
44804;200439;19.793.4;20.469.1;19.793.4;318170.0;0.0127;;;
44803;197926;20.295.6;20.558.2;19.559.7;308410.0;-0.0248;;;
44802;202958;19.551.3;20.394.5;19.551.2;248040.0;0.0381;;;
44801;195502;20.034.2;20.150.8;19.542.9;159600.0;-0.0241;;;
44800;200339;20.249.9;20.343.6;19.849.8;187340.0;-0.010700000000000001;;;
44799;202499;21.564.2;21.815.3;20.122.4;322160.0;-0.061;;;
44798;215654;21.365.4;21.801.2;21.324.8;190150.0;0.009399999999999999;;;
44797;213652;21.516.2;21.832.3;21.171.1;202400.0;-0.0070999999999999995;;;
44796;215172;21.416.5;21.661.0;20.919.6;228650.0;0.004699999999999999;;;
44795;214163;21.516.8;21.517.4;20.912.1;251830.0;-0.004699999999999999;;;
44794;215172;21.138.9;21.692.4;21.077.4;177520.0;0.0179;;;
44793;211389;20.830.7;21.357.4;20.784.8;206940.0;0.0148;;;
44792;208313;23.201.6;23.202.3;20.807.8;339470.0;-0.10220000000000001;;;
44791;232036;23.337.7;23.578.0;23.131.3;160970.0;-0.0058;;;
44790;233380;23.855.8;24.423.5;23.191.6;239530.0;-0.0217;;;
44789;238568;24.102.6;24.240.8;23.693.8;201700.0;-0.0102;;;
44788;241017;24.303.3;25.205.7;23.784.5;279280.0;-0.0083;;;
44787;243028;24.442.1;24.997.3;24.172.2;177250.0;-0.005699999999999999;;;
44786;244425;24.398.9;24.882.9;24.318.7;170590.0;0.0018;;;
