Date;Price;Open;High;Low;Vol.;Change %;;;
44785;243987;23.935.3;24.440.8;23.616.4;194960.0;0.0194;;;
44784;239353;23.963.3;24.873.5;23.864.0;285360.0;-0.0012;;;
44783;239629;23.150.3;24.209.9;22.714.7;243610.0;0.0353;;;
44782;231467;23.818.1;23.912.0;22.886.5;169620.0;-0.0281;;;
44781;238163;23.175.3;24.234.1;23.160.6;197940.0;0.0277;;;
44780;231753;22.944.2;23.387.7;22.852.3;99360.0;0.0101;;;
44779;229442;23.308.2;23.344.4;22.923.6;94440.0;-0.015600000000000001;;;
44778;233082;22.613.3;23.447.6;22.593.5;208900.0;0.0308;;;
44777;226121;22.822.2;23.214.5;22.438.7;181190.0;-0.0091;;;
44776;228208;22.988.7;23.623.7;22.698.6;174660.0;-0.0073;;;
44775;229886;23.271.1;23.423.3;22.670.8;177300.0;-0.0121;;;
44774;232712;23.303.4;23.484.4;22.863.8;162330.0;-0.0014000000000000002;;;
44773;233034;23.634.2;24.179.3;23.236.2;138840.0;-0.013999999999999999;;;
44772;236342;23.774.2;24.605.3;23.521.8;168720.0;-0.0059;;;
44771;237743;23.850.2;24.340.0;23.451.4;221660.0;-0.0032;;;
44770;238500;22.957.7;24.190.5;22.611.6;268320.0;0.0388;;;
44769;229583;21.248.0;23.027.8;21.047.5;242660.0;0.0805;;;
44768;212487;21.301.6;21.322.3;20.737.3;201570.0;-0.0025;;;
44767;213019;22.582.3;22.653.3;21.275.4;206930.0;-0.0567;;;
44766;225821;22.449.8;22.987.9;22.281.3;126660.0;0.0054;;;
44765;224604;22.683.6;22.991.0;21.971.7;137420.0;-0.0095;;;
44764;226752;23.150.0;23.741.4;22.524.2;197540.0;-0.0206;;;
44763;231530;23.219.9;23.403.8;22.360.2;217080.0;-0.0027;;;
44762;232152;23.412.0;24.258.0;22.944.4;281310.0;-0.0083;;;
44761;234102;22.529.3;23.757.3;21.581.8;308910.0;0.0393;;;
44760;225258;20.785.6;22.714.9;20.770.6;279720.0;0.0837;;;
44759;207856;21.209.8;21.654.4;20.755.2;132810.0;-0.02;;;
44758;212099;20.825.2;21.561.3;20.484.4;136890.0;0.018500000000000003;;;
44757;208251;20.586.1;21.178.1;20.393.4;164670.0;0.0116;;;
44756;205860;20.250.0;20.862.2;19.664.9;205280.0;0.0166;;;
44755;202500;19.331.6;20.250.8;18.942.2;249380.0;0.0475;;;
44754;193309;19.963.2;20.051.7;19.279.6;167910.0;-0.0317;;;
44753;199632;20.847.2;20.855.0;19.897.0;160200.0;-0.0424;;;
44752;208474;21.587.4;21.599.2;20.689.7;204680.0;-0.034300000000000004;;;
44751;215875;21.610.4;21.944.1;21.338.4;190110.0;-0.0011;;;
44750;216112;21.637.1;22.482.1;21.207.0;439900.0;-0.0012;;;
44749;216378;20.557.9;21.817.8;20.282.7;115810.0;0.0524;;;
44748;205611;20.180.4;20.654.9;19.785.3;105240.0;0.0178;;;
44747;202006;20.215.8;20.706.9;19.315.4;122430.0;-0.0008;;;
44746;202158;19.310.6;20.303.8;19.052.5;92790.0;0.046900000000000004;;;
44745;193099;19.243.4;19.626.4;18.794.4;6.526.999.999.999.990;0.0034999999999999996;;;
44744;192432;19.275.4;19.425.4;19.006.4;58570.0;-0.001;;;
44743;192629;19.926.6;20.785.6;18.980.1;150180.0;-0.0333;;;
44742;199266;20.111.3;20.155.1;18.682.7;127730.0;-0.0092;;;
44741;201113;20.278.0;20.415.8;19.880.7;98970.0;-0.008199999999999999;;;
44740;202780;20.727.9;21.200.2;20.210.5;83830.0;-0.0218;;;
44739;207302;21.037.7;21.497.5;20.568.0;84690.0;-0.0149;;;
44738;210435;21.489.9;21.837.4;20.989.7;67210.0;-0.0208;;;
44737;214899;21.226.9;21.553.4;20.917.5;66630.0;0.0124;;;
44736;212269;21.100.9;21.488.7;20.743.9;104560.0;0.006;;;
44735;211007;19.967.3;21.189.8;19.907.5;110700.0;0.056799999999999996;;;
44734;199658;20.720.2;20.864.3;19.780.2;125940.0;-0.0364;;;
44733;207204;20.571.6;21.689.3;20.371.7;136320.0;0.0072;;;
44732;205723;20.576.9;20.996.8;19.658.8;140600.0;-0.0002;;;
44731;205772;18.983.4;20.763.5;17.983.7;169390.0;0.08380000000000001;;;
44730;189865;20.446.4;20.744.7;17.630.5;267250.0;-0.0713;;;
44729;204446;20.391.3;21.315.4;20.244.1;136270.0;0.0028000000000000004;;;
44728;203866;22.577.9;22.942.1;20.231.1;144000.0;-0.0971;;;
44727;225779;22.137.5;22.754.4;20.125.8;280410.0;0.019;;;
44726;221573;22.449.1;23.200.3;20.860.9;251010.0;-0.0129;;;
44725;224480;26.606.3;26.857.6;22.006.3;379260.0;-0.1563;;;
44724;266063;28.404.0;28.534.8;26.606.3;120020.0;-0.0633;;;
44723;284034;29.083.3;29.426.6;28.161.8;82920.0;-0.023399999999999997;;;
44722;290833;30.097.4;30.325.6;28.884.9;104260.0;-0.0337;;;
44721;300978;30.202.1;30.691.4;29.953.8;61720.0;-0.0034000000000000002;;;
44720;302016;31.127.2;31.312.1;29.874.8;87960.0;-0.0298;;;
44719;311288;31.370.3;31.556.6;29.235.0;140320.0;-0.0076;;;
44718;313676;29.911.2;31.753.4;29.888.6;94010.0;0.048600000000000004;;;
44717;299130;29.865.1;30.166.9;29.539.0;30330.0;0.0016;;;
44716;298643;29.700.9;29.963.8;29.489.5;33510.0;0.0055000000000000005;;;
44715;297009;30.455.7;30.674.8;29.330.8;72130.0;-0.0248;;;
44714;304555;29.798.6;30.638.5;29.604.4;81400.0;0.022000000000000002;;;
44713;297985;31.793.1;31.969.9;29.396.6;135090.0;-0.06269999999999999;;;
44712;317934;31.730.2;32.377.5;31.221.2;86600.0;0.0022;;;
44711;317233;29.465.2;32.185.6;29.307.2;129560.0;0.0766;;;
44710;294652;29.027.1;29.556.5;28.838.7;36870.0;0.0151;;;
44709;290271;28.620.1;29.194.4;28.537.2;43870.0;0.0149;;;
44708;286012;29.194.0;29.377.1;28.282.2;116410.0;-0.0206;;;
44707;292035;29.537.9;29.868.9;28.077.9;126710.0;-0.011399999999999999;;;
44706;295406;29.648.7;30.202.3;29.353.5;78850.0;-0.0036;;;
44705;296487;29.091.6;29.810.8;28.706.1;79420.0;0.0191;;;
44704;290933;30.287.3;30.644.8;28.913.6;92100.0;-0.0394;;;
44703;302866;29.433.0;30.462.0;29.260.1;50600.0;0.028900000000000002;;;
44702;294346;29.188.7;29.623.2;28.953.9;32.270.000.000.000.000;0.0088;;;
44701;291786;30.305.9;30.735.1;28.738.5;98780.0;-0.037200000000000004;;;
44700;303059;28.700.4;30.525.1;28.682.1;101380.0;0.056600000000000004;;;
44699;286837;30.437.5;30.687.9;28.648.1;92030.0;-0.0576;;;
44698;304375;29.856.7;30.720.1;29.484.5;79630.0;0.0197;;;
44697;298490;31.308.3;31.312.4;29.135.8;100250.0;-0.0466;;;
44696;313087;30.078.6;31.383.8;29.499.4;65440.0;0.0408;;;
44695;300804;29.285.2;30.277.4;28.666.7;70460.0;0.027200000000000002;;;
44694;292844;28.994.3;31.002.7;28.755.0;141230.0;0.0106;;;
44693;289760;29.073.4;30.136.7;26.500.5;309480.0;-0.0032;;;
44692;290682;31.008.0;32.113.6;27.835.5;296900.0;-0.0625;;;
44691;310075;30.098.2;32.621.2;29.831.0;235610.0;0.030299999999999997;;;
44690;300950;34.041.0;34.227.0;30.095.0;268090.0;-0.1164;;;
44689;340600;35.468.0;35.497.0;33.727.0;671050000.0;-0.0397;;;
44688;354680;36.003.0;36.119.0;34.773.0;288860000.0;-0.015;;;
44687;360090;36.540.0;36.646.0;35.267.0;752840000.0;-0.0146;;;
44686;365440;39.686.0;39.833.0;36.183.0;1040000000.0;-0.07919999999999999;;;
44685;396880;37.717.0;40.021.0;37.660.0;691490000.0;0.052199999999999996;;;
44684;377180;38.515.0;38.647.0;37.513.0;367210000.0;-0.0207;;;
44683;385140;38.472.0;39.134.0;38.061.0;580790000.0;0.0014000000000000002;;;
44682;384610;37.642.0;38.676.0;37.397.0;276990000.0;0.0215;;;
44681;376500;38.590.0;38.776.0;37.596.0;248220000.0;-0.0241;;;
44680;385810;39.748.0;39.919.0;38.175.0;382900000.0;-0.0294;;;
44679;397480;39.243.0;40.382.0;38.888.0;542390000.0;0.0129;;;
44678;392430;38.113.0;39.447.0;37.869.0;426830000.0;0.0296;;;
44677;381130;40.443.0;40.770.0;37.708.0;681470000.0;-0.0572;;;
44676;404270;39.464.0;40.599.0;38.233.0;654600000.0;0.024399999999999998;;;
44675;394640;39.434.0;39.929.0;39.033.0;283630000.0;0.0012;;;
44674;394180;39.709.0;39.973.0;39.291.0;190600000.0;-0.0073;;;
44673;397090;40.487.0;40.792.0;39.200.0;421300000.0;-0.0191;;;
44672;404820;41.370.0;42.969.0;39.793.0;493050000.0;-0.021400000000000002;;;
44671;413680;41.499.0;42.203.0;40.915.0;382840000.0;-0.0033;;;
44670;415030;40.809.0;41.746.0;40.585.0;26.827.999.999.999.900;0.0172;;;
44669;408030;39.700.0;41.095.0;38.577.0;484260000.0;0.0277;;;
44668;397030;40.382.0;40.599.0;39.561.0;210010000.0;-0.0168;;;
44667;403820;40.571.0;40.691.0;40.003.0;151310000.0;-0.0044;;;
44666;405600;39.936.0;40.850.0;39.781.0;233090000.0;0.015600000000000001;;;
44665;399360;41.133.0;41.494.0;39.585.0;294290000.0;-0.0291;;;
44664;411330;40.072.0;41.515.0;39.581.0;406700000.0;0.0263;;;
44663;400780;39.507.0;40.678.0;39.265.0;468270000.0;0.0147;;;
44662;394970;42.144.0;42.418.0;39.202.0;608380000.0;-0.06269999999999999;;;
44661;421380;42.760.0;43.421.0;41.884.0;255830000.0;-0.0147;;;
44660;427670;42.275.0;42.809.0;42.129.0;165160000.0;0.0116;;;
44659;422750;43.450.0;43.979.0;42.113.0;467830000.0;-0.027000000000000003;;;
44658;434480;43.166.0;43.893.0;42.747.0;390850000.0;0.0064;;;
44657;431730;45.494.0;45.519.0;43.122.0;649520000.0;-0.0513;;;
44656;455060;46.614.0;47.201.0;45.388.0;421110000.0;-0.0241;;;
44655;466290;46.407.0;46.899.0;45.152.0;446120000.0;0.0048;;;
44654;464070;45.813.0;47.435.0;45.554.0;398860000.0;0.013000000000000001;;;
44653;458110;46.299.0;47.212.0;45.641.0;345930000.0;-0.0105;;;
44652;462970;45.529.0;46.728.0;44.261.0;632930000.0;0.017;;;
44651;455250;47.071.0;47.624.0;45.228.0;520000000.0;-0.0329;;;
44650;470750;47.449.0;47.714.0;46.601.0;467760000.0;-0.0079;;;
44649;474490;47.126.0;48.127.0;47.029.0;478820000.0;0.0073;;;
44648;471050;46.859.0;48.199.0;46.672.0;610270000.0;0.0052;;;
44647;468590;44.542.0;46.947.0;44.445.0;388790000.0;0.0519;;;
44646;445480;44.331.0;44.818.0;44.090.0;196300000.0;0.0049;;;
44645;443310;44.013.0;45.112.0;43.622.0;494090000.0;0.0072;;;
44644;440130;42.911.0;44.251.0;42.658.0;491660000.0;0.025699999999999997;;;
44643;429120;42.373.0;43.027.0;41.795.0;433960000.0;0.0127;;;
44642;423730;41.022.0;43.327.9;40.893.0;537060000.0;0.0329;;;
44641;410220;41.282.0;41.532.0;40.530.0;406620000.0;-0.0062;;;
44640;412760;42.241.0;42.301.0;40.922.0;308450000.0;-0.0227;;;
44639;422330;41.768.0;42.386.0;41.529.6;224590000.0;0.0111;;;
44638;417678;40.914.6;42.308.4;40.234.8;2310000000.0;0.0208;;;
44637;409148;41.118.7;41.406.0;40.557.8;1900000000.0;-0.005;;;
44636;411187;39.282.5;41.701.6;38.953.2;4470000000.0;0.0467;;;
44635;392857;39.673.0;39.854.7;38.220.9;2250000000.0;-0.0097;;;
44634;396711;37.789.5;39.914.3;37.613.6;2330000000.0;0.049699999999999994;;;
44633;377924;38.813.2;39.272.3;37.603.4;1550000000.0;-0.0263;;;
44632;388143;38.730.2;39.355.3;38.666.5;1110000000.0;0.0022;;;
44631;387302;39.422.5;40.177.0;38.236.4;2790000000.0;-0.0174;;;
44630;394163;41.933.9;42.029.1;38.603.5;3620000000.0;-0.0599;;;
44629;419290;38.731.5;42.538.5;38.663.3;3600000000.0;0.08220000000000001;;;
44628;387448;38.020.6;39.351.5;37.886.6;2670000000.0;0.0189;;;
44627;380248;38.420.6;39.532.0;37.182.1;3020000000.0;-0.009899999999999999;;;
44626;384031;39.396.3;39.668.1;38.115.0;1930000000.0;-0.0252;;;
44625;393958;39.142.8;39.600.2;38.626.1;1500000000.0;0.006500000000000001;;;
44624;391427;42.463.0;42.848.7;38.594.9;3210000000.0;-0.0782;;;
44623;424630;43.912.8;44.077.2;41.840.8;74110.0;-0.033;;;
44622;439128;44.420.3;45.294.2;43.361.3;80820.0;-0.011399999999999999;;;
44621;444203;43.187.2;44.900.5;42.876.6;90670.0;0.0285;;;
44620;431882;37.707.2;43.977.8;37.458.9;108070.0;0.1459;;;
44619;376891;39.116.6;39.838.5;37.062.3;66140.0;-0.0365;;;
44618;391155;39.221.6;40.094.5;38.639.1;41550.0;-0.0024;;;
44617;392096;38.339.2;39.683.7;38.042.6;83780.0;0.0227;;;
44616;383392;37.250.2;39.351.6;34.357.4;180470.0;0.029900000000000003;;;
44615;372246;38.248.2;39.194.5;37.099.5;64840.0;-0.0268;;;
44614;382482;37.018.3;38.414.9;36.399.6;82750.0;0.0332;;;
44613;370177;38.355.0;39.444.1;36.868.9;91820.0;-0.0349;;;
44612;383550;40.089.6;40.120.3;38.042.2;47920.0;-0.0433;;;
44611;400903;40.000.1;40.434.3;39.666.6;25780.0;0.0023;;;
44610;400001;40.532.5;40.935.5;39.505.0;6.495.999.999.999.990;-0.013600000000000001;;;
44609;405528;43.885.5;44.167.1;40.103.8;72630.0;-0.0759;;;
44608;438836;44.540.9;44.552.9;43.377.6;41400.0;-0.0148;;;
44607;445444;42.550.3;44.722.6;42.460.1;56340.0;0.046900000000000004;;;
44606;425503;42.061.1;42.799.7;41.591.3;53600.0;0.0116;;;
44605;420611;42.205.5;42.725.1;41.880.1;25880.0;-0.0034000000000000002;;;
44604;422052;42.388.4;43.006.4;41.776.8;37880.0;-0.0043;;;
44603;423884;43.519.3;43.915.1;42.023.4;69950.0;-0.026000000000000002;;;
44602;435210;44.388.9;45.755.2;43.242.5;89690.0;-0.0196;;;
44601;443889;44.038.2;44.800.4;43.163.0;50920.0;0.008;;;
44600;440382;43.833.9;45.399.8;42.705.0;92880.0;0.004699999999999999;;;
44599;438339;42.385.2;44.468.3;41.695.4;76600.0;0.034;;;
44598;423922;41.411.9;42.614.8;41.176.3;31200.0;0.023700000000000002;;;
44597;414121;41.566.5;41.899.8;40.963.3;46320.0;-0.0037;;;
44596;415676;37.287.8;41.689.0;37.041.1;95490.0;0.1148;;;
44595;372878;36.890.2;37.304.3;36.297.3;50350.0;0.0108;;;
44594;368902;38.711.2;38.853.8;36.682.3;53740.0;-0.047;;;
44593;387097;38.475.6;39.230.0;38.037.9;55200.0;0.0055000000000000005;;;
44592;384986;37.923.8;38.701.4;36.672.8;61270.0;0.015300000000000001;;;
44591;379177;38.167.5;38.313.3;37.390.6;34100.0;-0.0066;;;
44590;381708;37.736.5;38.663.7;37.350.2;42770.0;0.0113;;;
44589;377451;37.195.6;37.995.9;36.176.5;69450.0;0.015600000000000001;;;
44588;371643;36.800.1;37.215.4;35.543.2;83520.0;0.009899999999999999;;;
44587;368004;36.962.3;38.862.6;36.280.0;107870.0;-0.0040999999999999995;;;
44586;369506;36.691.3;37.501.8;35.729.3;79680.0;0.0072;;;
44585;366863;36.268.6;37.424.0;32.985.6;153770.0;0.0115;;;
44584;362695;35.072.9;36.513.0;34.655.2;70430.0;0.034;;;
44583;350752;36.467.7;36.749.8;34.116.0;138090.0;-0.0384;;;
44582;364755;40.698.1;41.104.6;35.503.9;155800.0;-0.1041;;;
44581;407159;41.683.6;43.487.1;40.568.3;65280.0;-0.0231;;;
44580;416778;42.365.3;42.558.0;41.160.9;53770.0;-0.016200000000000003;;;
44579;423646;42.209.9;42.674.2;41.300.7;47320.0;0.0037;;;
44578;422093;43.080.5;43.179.6;41.559.4;41440.0;-0.0202;;;
44577;430791;43.079.2;43.462.0;42.643.3;28660.0;-0.0004;;;
44576;430970;43.073.6;43.777.9;42.586.1;31440.0;0.0006;;;
44575;430733;42.562.2;43.435.1;41.848.7;50500.0;0.0121;;;
44574;425600;43.900.0;44.404.7;42.337.5;53420.0;-0.0305;;;
44573;439010;42.735.0;44.243.6;42.476.7;53950.0;0.0273;;;
44572;427332;41.829.1;43.090.2;41.287.6;61780.0;0.0215;;;
44571;418322;41.848.9;42.243.8;39.697.0;85500.0;-0.0004;;;
44570;418483;41.681.2;42.764.4;41.260.9;37510.0;0.0042;;;
44569;416720;41.551.3;42.304.4;40.574.3;52540.0;0.003;;;
44568;415467;43.097.9;43.127.7;40.810.0;88360.0;-0.036000000000000004;;;
44567;430975;43.431.6;43.772.3;42.481.1;63080.0;-0.0076;;;
44566;434259;45.833.1;47.019.4;42.535.1;83740.0;-0.0526;;;
44565;458373;46.435.7;47.505.4;45.602.1;55590.0;-0.0128;;;
44564;464302;47.293.9;47.556.0;45.704.0;41060.0;-0.018600000000000002;;;
44563;473118;47.738.7;47.944.9;46.718.2;27020.0;-0.0089;;;
44562;477380;46.217.5;47.917.6;46.217.5;31240.0;0.0329;;;
44561;462195;47.123.3;48.553.9;45.693.6;58180.0;-0.0192;;;
44560;471233;46.470.7;47.901.4;46.003.0;60960.0;0.014199999999999999;;;
44559;464617;47.548.4;48.121.7;46.127.8;63920.0;-0.022799999999999997;;;
44558;475452;50.703.4;50.703.8;47.345.7;74390.0;-0.061799999999999994;;;
44557;506782;50.783.6;52.016.3;50.459.0;43900.0;-0.002;;;
44556;507799;50.404.0;51.247.0;49.527.0;32.340.000.000.000.000;0.0074;;;
44555;504064;50.789.6;51.140.2;50.196.8;26670.0;-0.0075;;;
44554;507861;50.807.4;51.795.3;50.428.4;45970.0;-0.0003;;;
44553;508010;48.599.6;51.355.6;48.053.4;56240.0;0.0453;;;
44552;485997;48.898.7;49.540.3;48.449.7;40890.0;-0.0062;;;
44551;489020;46.900.1;49.306.1;46.654.0;57880.0;0.042800000000000005;;;
44550;468952;46.703.4;47.488.9;45.577.3;57530.0;0.0040999999999999995;;;
44549;467045;46.855.7;48.270.2;46.438.4;44050.0;-0.0032;;;
44548;468562;46.171.8;47.330.2;45.513.4;36930.0;0.0148;;;
44547;461722;47.630.4;47.997.2;45.523.8;67500.0;-0.030600000000000002;;;
44546;476282;48.876.6;49.387.8;47.543.9;48200.0;-0.0254;;;
44545;488715;48.366.2;49.477.9;46.572.6;80280.0;0.0104;;;
44544;483665;46.709.8;48.635.0;46.338.3;62540.0;0.0356;;;
44543;467036;50.075.9;50.196.1;45.848.2;80370.0;-0.0674;;;
44542;500810;49.332.5;50.779.2;48.670.5;40300.0;0.0155;;;
44541;493145;47.138.4;49.487.0;46.834.0;45230.0;0.0462;;;
44540;471372;47.591.7;49.974.8;47.007.1;68060.0;-0.0097;;;
44539;475966;50.477.6;50.790.2;47.341.9;58690.0;-0.057;;;
44538;504739;50.596.6;51.204.7;48.700.7;55590.0;-0.0024;;;
44537;505952;50.547.4;51.918.6;50.070.9;56290.0;0.0007000000000000001;;;
44536;505621;49.412.1;50.913.3;47.237.9;89680.0;0.023399999999999997;;;
44535;494055;49.196.4;49.689.3;47.797.8;72030.0;0.0043;;;
44534;491952;53.620.7;53.847.2;42.587.8;168000.0;-0.0827;;;
44533;536315;56.495.2;57.543.6;52.008.9;89200.0;-0.0507;;;
44532;564960;57.207.8;57.377.5;55.807.9;54940.0;-0.0125;;;
44531;572103;56.891.7;59.064.3;56.496.5;66750.0;0.0058;;;
44530;568829;57.795.2;59.174.4;55.936.9;73660.0;-0.0158;;;
44529;577948;57.288.1;58.855.2;56.726.7;58650.0;0.0088;;;
44528;572915;54.758.0;57.392.3;53.448.3;49280.0;0.0461;;;
44527;547659;53.747.2;55.280.3;53.654.3;40710.0;0.019299999999999998;;;
44526;537309;58.937.3;59.151.1;53.533.5;104030.0;-0.0883;;;
44525;589351;57.167.1;59.387.3;57.029.8;56790.0;0.0308;;;
44524;571717;57.559.4;57.697.4;55.910.6;56680.0;-0.006999999999999999;;;
44523;575732;56.304.8;57.855.1;55.542.5;72480.0;0.0225;;;
44522;563088;58.719.7;59.288.3;55.656.8;76450.0;-0.040999999999999995;;;
44521;587143;59.724.0;60.002.6;58.528.3;40980.0;-0.0168;;;
44520;597176;58.080.8;59.854.6;57.435.3;44530.0;0.0281;;;
44519;580834;56.908.3;58.335.9;55.626.3;74440.0;0.019799999999999998;;;
44518;569553;60.368.2;60.936.9;56.524.4;100370.0;-0.0565;;;
44517;603678;60.074.2;60.814.5;58.531.9;73930.0;0.0046;;;
44516;600891;63.605.1;63.605.6;58.655.9;115360.0;-0.0552;;;
44515;635979;65.514.9;66.311.2;63.439.5;53530.0;-0.0292;;;
44514;655082;64.397.2;65.508.2;63.608.3;33980.0;0.0172;;;
44513;643986;64.133.3;64.906.0;63.381.4;30340.0;0.0040999999999999995;;;
44512;641345;64.782.6;65.449.7;62.309.7;63270.0;-0.0104;;;
44511;648067;64.922.8;65.583.3;64.121.9;50370.0;-0.0019;;;
44510;649326;66.942.6;68.990.6;62.951.3;96210.0;-0.029500000000000002;;;
44509;669044;67.528.7;68.493.3;66.334.9;66130.0;-0.0092;;;
44508;675279;63.276.4;67.763.3;63.276.4;81080.0;0.0672;;;
44507;632732;61.483.8;63.273.2;61.347.2;34340.0;0.0291;;;
44506;614839;60.973.2;61.543.2;60.093.6;34890.0;0.0084;;;
44505;609743;61.411.5;62.560.3;60.742.4;44460.0;-0.0070999999999999995;;;
44504;614126;62.915.4;63.077.6;60.742.9;49910.0;-0.0239;;;
44503;629185;63.223.5;63.508.6;60.883.0;61050.0;-0.0048;;;
44502;632217;60.912.2;64.256.4;60.651.5;6.526.000.000.000.000;0.0379;;;
44501;609153;61.310.1;62.430.1;59.612.7;61210.0;-0.0064;;;
44500;613096;61.842.2;62.393.7;60.005.7;50060.0;-0.0086;;;
44499;618401;62.245.0;62.338.5;60.786.0;40510.0;-0.006500000000000001;;;
44498;622428;60.579.9;62.952.2;60.322.2;63390.0;0.0274;;;
44497;605825;58.437.2;62.251.3;58.128.1;88470.0;0.036699999999999997;;;
44496;584381;60.312.5;61.452.9;58.112.6;88110.0;-0.0311;;;
44495;603108;63.067.5;63.275.1;59.907.3;57130.0;-0.0437;;;
44494;630670;60.864.3;63.694.8;60.655.8;51060.0;0.0362;;;
44493;608665;61.308.2;61.469.9;59.523.7;42670.0;-0.0073;;;
44492;613125;60.693.2;61.728.7;59.738.3;37050.0;0.0103;;;
44491;606903;62.200.8;63.699.7;60.055.7;75690.0;-0.024399999999999998;;;
44490;622102;66.004.6;66.616.9;62.092.1;105380.0;-0.0571;;;
44489;659791;64.276.9;66.967.1;63.543.7;79870.0;0.0265;;;
44488;642785;62.030.2;64.454.0;61.451.0;80160.0;0.0358;;;
44487;620563;61.525.8;62.623.6;60.026.9;80150.0;0.0086;;;
44486;615275;60.865.5;61.651.4;59.143.4;53390.0;0.0109;;;
44485;608611;61.669.2;62.329.2;60.161.9;49930.0;-0.0132;;;
44484;616725;57.348.2;62.892.8;56.874.8;121480.0;0.0754;;;
44483;573458;57.370.4;58.506.5;56.866.8;59840.0;-0.0006;;;
44482;573801;56.014.5;57.697.4;54.314.4;73620.0;0.024399999999999998;;;
44481;560159;57.480.6;57.635.7;54.155.4;74850.0;-0.0254;;;
44480;574773;54.686.9;57.814.1;54.457.8;73840.0;0.051;;;
44479;546877;54.942.5;56.432.2;54.100.8;104430.0;-0.0046;;;
44478;549425;53.924.1;55.430.8;53.711.7;6.465.000.000.000.000;0.0191;;;
44477;539147;53.785.5;55.977.9;53.659.3;64050.0;0.0024;;;
44476;537839;55.325.2;55.325.6;53.476.4;75680.0;-0.0278;;;
44475;553232;51.470.0;55.676.1;50.439.5;116260.0;0.07490000000000001;;;
44474;514693;49.229.5;51.872.4;49.060.1;76630.0;0.0455;;;
44473;492273;48.200.4;49.481.7;46.958.6;66920.0;0.0213;;;
44472;482001;47.665.4;49.165.2;47.123.0;42410.0;0.011200000000000002;;;
44471;476669;48.147.2;48.306.9;47.451.7;39820.0;-0.01;;;
44470;481460;43.824.4;48.435.2;43.292.9;94660.0;0.0986;;;
44469;438233;41.534.5;44.101.2;41.416.7;6.431.999.999.999.990;0.055;;;
44468;415368;41.023.1;42.571.2;40.815.0;48210.0;0.0125;;;
44467;410223;42.169.9;42.758.8;40.906.4;60010.0;-0.0273;;;
44466;421726;43.200.9;44.293.2;42.143.9;54120.0;-0.0239;;;
44465;432034;42.685.8;43.907.3;40.786.6;69910.0;0.0121;;;
44464;426868;42.818.7;42.959.3;41.714.5;46350.0;-0.0031;;;
44463;428199;44.867.4;45.112.0;40.908.5;128880.0;-0.045700000000000005;;;
44462;448692;43.550.7;44.949.8;43.090.1;74540.0;0.030299999999999997;;;
44461;435516;40.660.8;43.976.7;40.585.7;93980.0;0.0713;;;
44460;406513;43.012.3;43.619.3;39.646.8;142550.0;-0.0518;;;
44459;428706;47.240.8;47.323.9;42.547.1;77960.0;-0.0925;;;
44458;472387;48.299.9;48.341.9;46.866.6;41980.0;-0.022099999999999998;;;
44457;483067;47.283.9;48.761.0;47.070.5;43640.0;0.0217;;;
44456;472828;47.748.2;48.155.9;46.788.8;50160.0;-0.0097;;;
44455;477480;48.132.3;48.480.6;47.040.3;60910.0;-0.008;;;
44454;481306;47.070.8;48.436.5;46.743.9;63400.0;0.022400000000000003;;;
44453;470775;44.950.2;47.247.6;44.718.7;65330.0;0.0473;;;
44452;449495;46.060.8;46.807.7;43.463.2;96150.0;-0.0242;;;
44451;460623;45.162.6;46.386.4;44.755.2;44520.0;0.0199;;;
44450;451619;44.844.9;45.975.6;44.766.6;41580.0;0.0070999999999999995;;;
44449;448428;46.385.9;47.021.6;44.283.6;75620.0;-0.0333;;;
44448;463856;46.057.6;47.305.7;45.609.0;73630.0;0.006999999999999999;;;
44447;460614;46.774.1;47.316.9;44.493.7;100480.0;-0.0154;;;
44446;467796;52.674.2;52.885.3;43.072.4;187560.0;-0.1119;;;
44445;526721;51.769.4;52.726.2;51.002.8;69460.0;0.0175;;;
44444;517686;49.918.7;51.878.2;49.492.4;57300.0;0.0371;;;
44443;499184;49.999.3;50.534.6;49.461.4;48140.0;-0.0016;;;
44442;499990;49.269.5;51.008.8;48.377.3;88080.0;0.0147;;;
44441;492743;48.817.8;50.355.3;48.612.9;80210.0;0.009300000000000001;;;
44440;488194;47.129.2;49.121.0;46.533.1;74380.0;0.0358;;;
44439;471304;46.989.1;48.217.0;46.709.3;71480.0;0.0029;;;
44438;469927;48.777.1;48.886.0;46.876.9;61680.0;-0.0366;;;
44437;487774;48.899.7;49.621.7;47.870.1;47620.0;-0.0024;;;
44436;488971;49.062.8;49.289.4;48.428.5;36730.0;-0.0034000000000000002;;;
44435;490643;46.830.2;49.142.0;46.371.5;62470.0;0.04769999999999999;;;
44434;468316;48.994.4;49.347.8;46.360.4;73790.0;-0.0441;;;
44433;489945;47.707.4;49.230.2;47.163.3;63540.0;0.0268;;;
44432;477147;49.532.5;49.847.4;47.623.6;74260.0;-0.0368;;;
44431;495397;49.255.4;50.498.8;49.038.6;75370.0;0.0058;;;
44430;492545;48.870.4;49.480.3;48.151.0;49320.0;0.0077;;;
44429;488758;49.330.0;49.719.1;48.293.5;18200.0;-0.0091;;;
44428;493240;46.756.7;49.343.3;46.646.8;83190.0;0.054900000000000004;;;
44427;467559;44.725.9;47.012.3;43.986.7;77920.0;0.0454;;;
