Date,Price,Open,High,Low,Vol,Change
45019,27.802,28.194,28.458,27.256,98.0,-1.41%
45018,28.198,28.456,28.522,27.871,45.4,-0.91%
45017,28.456,28.473,28.795,28.285,38.9,-0.06%
45016,28.473,28.29,28.646,27.587,98.44,1.58%
45015,28.29,28.350,29.160,27.716,122.51,-1.13%
45014,28.350,27.262,28.627,27.249,109.32,3.99%
45013,27.262,27.127,27.465,26.665,94.16,0.49%
45012,27.129,27.974,28.23,26.611,107.24,-3.02%
45011,27.973,27.474,28.153,27.429,60.64,1.81%
45010,27.475,27.462,27.761,27.176,61.36,0.05%
45009,27.462,28.306,28.374,27.26,110.36,-3.00%
45008,28.310,27.262,28.734,27.144,158.46,3.85%
45007,27.261,28.114,28.760,26.668,262.3,-3.03%
45006,28.114,27.719,28.437,27.350,438.78,1.42%
45005,27.720,27.958,28.457,27.157,503.90,-0.85%
45004,27.958,26.914,28.347,26.844,393.27,3.88%
45003,26.914,27.391,27.659,26.688,392.47,-1.74%
45002,27.391,25.4,27.742,24.900,674.96,9.55%
45001,25.4,24.283,25.139,24.147,462.58,2.97%
45000,24.282,24.699,25.108,23.932,614.31,-1.69%
44999,24.699,24.121,26.365,23.994,753.6,2.43%
44998,24.114,21.994,24.406,21.859,733.63,9.64%
44997,21.994,20.465,22.28,20.294,455.69,7.46%
44996,20.467,20.156,20.669,19.796,453.46,1.54%
44995,20.156,20.362,20.362,19.591,655.27,-1.01%
44994,20.361,21.710,21.826,20.79,468.76,-6.21%
44993,21.710,22.197,22.274,21.661,316.51,-2.19%
44992,22.197,22.410,22.535,21.968,304.75,-0.95%
44991,22.410,22.428,22.595,22.320,215.31,-0.08%
44990,22.428,22.347,22.636,22.213,160.57,0.36%
44989,22.347,22.354,22.403,22.167,123.93,-0.03%
44988,22.354,23.465,23.473,22.51,344.63,-4.73%
44987,23.465,23.642,23.780,23.208,249.26,-0.75%
44986,23.642,23.130,23.914,23.25,328.77,2.21%
44985,23.130,23.494,23.595,23.33,275.10,-1.55%
44984,23.494,23.558,23.876,23.166,297.65,-0.27%
44983,23.558,23.166,23.671,23.66,209.12,1.69%
44982,23.166,23.191,23.215,22.777,198.35,-0.11%
44981,23.191,23.936,24.123,22.970,367.99,-3.11%
44980,23.936,24.186,24.590,23.637,417.46,-1.03%
44979,24.186,24.450,24.474,23.593,400.24,-1.08%
44978,24.450,24.839,25.236,24.160,395.97,-1.57%
44977,24.839,24.302,25.85,23.868,363.2,2.21%
44976,24.302,24.631,25.175,24.273,312.64,-1.33%
44975,24.631,24.573,24.838,24.457,223.77,0.24%
44974,24.573,23.538,24.984,23.373,523.85,4.39%
44973,23.539,24.328,25.233,23.525,484.50,-3.24%
44972,24.327,22.198,24.330,22.50,401.53,9.59%
44971,22.198,21.776,22.308,21.556,378.39,1.96%
44970,21.772,21.782,21.887,21.418,312.4,-0.07%
44969,21.786,21.859,22.80,21.653,211.65,-0.33%
44968,21.859,21.627,21.902,21.605,182.7,1.04%
44967,21.635,21.792,21.933,21.491,352.79,-0.72%
44966,21.792,22.964,23.3,21.744,425.44,-5.10%
44965,22.964,23.251,23.425,22.691,289.12,-1.23%
44964,23.251,22.761,23.338,22.748,318.98,2.15%
44963,22.761,22.936,23.130,22.633,278.58,-0.76%
44962,22.936,23.326,23.423,22.766,217.26,-1.66%
44961,23.323,23.431,23.571,23.269,170.27,-0.46%
44960,23.431,23.429,23.694,23.233,349.36,0.02%
44959,23.427,23.726,24.207,23.398,382.86,-1.26%
44958,23.725,23.124,23.784,22.809,333.18,2.60%
44957,23.125,22.832,23.262,22.724,289.38,1.28%
44956,22.832,23.746,23.794,22.560,339.62,-3.88%
44955,23.753,23.23,23.952,22.973,320.86,3.15%
44954,23.27,23.74,23.182,22.889,156.96,-0.20%
44953,23.74,23.16,23.480,22.602,310.36,0.25%
44952,23.16,23.55,23.259,22.869,320.97,-0.17%
44951,23.55,22.632,23.779,22.366,388.18,1.87%
44950,22.632,22.916,23.156,22.517,334.17,-1.23%
44949,22.915,22.709,23.161,22.527,327.85,0.91%
44948,22.707,22.775,23.68,22.323,280.64,-0.30%
44947,22.775,22.677,23.304,22.461,382.69,0.43%
44946,22.677,21.74,22.718,20.879,373.74,7.57%
44945,21.81,20.670,21.169,20.669,275.76,1.99%
44944,20.670,21.137,21.584,20.448,388.67,-2.21%
44943,21.137,21.184,21.506,20.926,310.4,-0.22%
44942,21.184,20.880,21.416,20.698,337.46,1.46%
44941,20.879,20.956,21.32,20.585,205.80,-0.37%
44940,20.958,19.926,21.185,19.898,458.21,5.17%
44939,19.927,18.850,19.981,18.723,426.67,5.71%
44938,18.851,17.941,19.55,17.915,522.1,5.07%
44937,17.942,17.440,17.989,17.323,291.53,2.89%
44936,17.439,17.180,17.491,17.151,247.14,1.51%
44935,17.180,17.119,17.390,17.107,301.24,0.36%
44934,17.119,16.943,17.119,16.913,144.84,1.04%
44933,16.943,16.950,16.979,16.909,110.48,-0.04%
44932,16.950,16.829,17.12,16.707,233.47,0.72%
44931,16.829,16.852,16.877,16.772,178.96,-0.13%
44930,16.852,16.674,16.976,16.656,247.39,1.07%
44929,16.674,16.673,16.773,16.607,178.73,0.00%
44928,16.674,16.618,16.766,16.551,136.3,0.34%
44927,16.618,16.537,16.621,16.499,107.84,0.49%
44926,16.537,16.607,16.635,16.487,130.44,-0.42%
44925,16.607,16.636,16.644,16.360,192.76,-0.18%
44924,16.636,16.546,16.659,16.496,181.47,0.55%
44923,16.546,16.705,16.781,16.474,217.96,-0.96%
44922,16.706,16.918,16.964,16.610,192.18,-1.25%
44921,16.918,16.831,16.936,16.799,133.36,0.51%
44920,16.831,16.835,16.852,16.733,132.89,-0.03%
44919,16.837,16.778,16.855,16.777,110.12,0.35%
44918,16.779,16.820,16.910,16.768,184.12,-0.25%
44917,16.820,16.831,16.862,16.566,198.28,-0.07%
44916,16.831,16.902,16.919,16.735,174.34,-0.42%
44915,16.902,16.441,17.31,16.400,284.57,2.81%
44914,16.441,16.741,16.809,16.331,207.93,-1.79%
44913,16.741,16.777,16.825,16.666,124.29,-0.21%
44912,16.777,16.629,16.794,16.587,164.49,0.89%
44911,16.629,17.356,17.518,16.542,303.56,-4.19%
44910,17.356,17.796,17.846,17.298,263.44,-2.47%
44909,17.796,17.778,18.351,17.682,318.98,0.10%
44908,17.778,17.210,17.951,17.94,328.71,3.30%
44907,17.210,17.93,17.232,16.878,249.39,0.68%
44906,17.93,17.127,17.262,17.80,167.20,-0.20%
44905,17.127,17.125,17.220,17.105,148.81,0.01%
44904,17.125,17.225,17.288,17.82,260.84,-0.58%
44903,17.225,16.835,17.294,16.765,261.64,2.32%
44902,16.835,17.89,17.126,16.715,244.36,-1.49%
44901,17.89,16.966,17.101,16.914,246.19,0.72%
44900,16.966,17.106,17.395,16.886,268.72,-0.85%
44899,17.112,16.884,17.198,16.881,197.12,1.35%
44898,16.884,17.93,17.132,16.862,169.29,-1.22%
44897,17.93,16.972,17.96,16.799,227.1,0.72%
44896,16.972,17.163,17.244,16.868,266.14,-1.12%
44895,17.163,16.440,17.215,16.433,348.22,4.40%
44894,16.440,16.211,16.531,16.100,271.58,1.41%
44893,16.211,16.426,16.481,16.13,284.84,-1.30%
44892,16.425,16.456,16.595,16.414,173.25,-0.19%
44891,16.456,16.512,16.686,16.387,194.94,-0.34%
44890,16.512,16.600,16.611,16.360,204.7,-0.54%
44889,16.601,16.604,16.785,16.472,229.59,-0.14%
44888,16.623,16.216,16.677,16.162,305.8,2.53%
44887,16.212,15.776,16.274,15.620,287.21,2.77%
44886,15.776,16.278,16.287,15.504,372.15,-3.13%
44885,16.286,16.699,16.749,16.209,172.83,-2.47%
44884,16.699,16.652,16.814,16.608,114.89,0.37%
44883,16.638,16.715,16.846,16.553,241.96,-0.32%
44882,16.691,16.540,16.739,16.425,257.0,0.91%
44881,16.540,16.895,16.993,16.408,295.73,-2.10%
44880,16.895,16.615,17.112,16.543,337.15,1.69%
44879,16.613,16.325,17.158,15.834,442.46,1.77%
44878,16.324,16.803,16.946,16.274,210.80,-2.80%
44877,16.795,17.49,17.100,16.633,192.91,-1.49%
44876,17.49,17.589,17.679,16.435,466.35,-3.07%
44875,17.589,15.887,18.138,15.799,720.74,10.71%
44874,15.886,18.538,18.583,15.603,869.57,-14.25%
44873,18.527,20.589,20.667,17.260,865.10,-10.01%
44872,20.589,20.916,21.55,20.410,414.24,-1.56%
44871,20.916,21.298,21.360,20.901,242.26,-1.81%
44870,21.301,21.145,21.464,21.84,261.23,0.74%
44869,21.145,20.206,21.281,20.184,499.50,4.65%
44868,20.206,20.154,20.384,20.66,347.23,0.26%
44867,20.154,20.482,20.778,20.65,420.23,-1.61%
44866,20.483,20.496,20.676,20.348,302.72,-0.06%
44865,20.496,20.626,20.822,20.260,327.47,-0.63%
44864,20.626,20.809,20.922,20.522,207.63,-0.88%
44863,20.809,20.594,21.38,20.561,276.54,1.05%
44862,20.594,20.293,20.744,20.58,318.90,1.49%
44861,20.292,20.769,20.867,20.231,365.49,-2.29%
44860,20.769,20.86,20.981,20.62,427.99,3.42%
44859,20.82,19.331,20.406,19.249,371.54,3.89%
44858,19.331,19.571,19.588,19.177,286.94,-1.22%
44857,19.571,19.204,19.680,19.92,180.63,1.91%
44856,19.204,19.162,19.249,19.116,118.24,0.22%
44855,19.162,19.42,19.245,18.703,294.66,0.63%
44854,19.42,19.125,19.334,18.935,253.20,-0.42%
44853,19.123,19.328,19.358,19.101,209.28,-1.06%
44852,19.328,19.548,19.692,19.102,290.7,-1.13%
44851,19.548,19.262,19.663,19.163,248.40,1.49%
44850,19.261,19.68,19.411,19.66,140.95,1.01%
44849,19.68,19.181,19.218,19.0,123.66,-0.59%
44848,19.181,19.379,19.933,19.98,400.45,-1.02%
44847,19.379,19.154,19.494,18.207,455.13,1.17%
44846,19.154,19.58,19.212,19.10,242.18,0.50%
44845,19.59,19.134,19.261,18.868,288.57,-0.39%
44844,19.134,19.441,19.520,19.57,243.77,-1.58%
44843,19.441,19.416,19.552,19.329,127.53,0.13%
44842,19.415,19.530,19.612,19.274,113.50,-0.60%
44841,19.531,19.962,20.51,19.352,263.50,-2.13%
44840,19.956,20.157,20.436,19.873,370.60,-1.00%
44839,20.157,20.340,20.353,19.761,352.76,-0.90%
44838,20.340,19.629,20.436,19.506,368.17,3.63%
44837,19.628,19.57,19.676,19.1,333.3,3.02%
44836,19.52,19.311,19.389,18.937,222.82,-1.34%
44835,19.311,19.422,19.480,19.172,173.91,-0.57%
44834,19.423,19.593,20.174,19.208,490.29,-0.87%
44833,19.593,19.420,19.631,18.877,449.57,0.94%
44832,19.411,19.83,19.757,18.505,581.19,1.73%
44831,19.81,19.228,20.361,18.850,660.12,-0.75%
44830,19.225,18.803,19.304,18.695,516.3,2.25%
44829,18.803,18.925,19.125,18.659,209.71,-0.64%
44828,18.925,19.288,19.310,18.812,258.50,-1.91%
44827,19.293,19.404,19.477,18.554,431.15,-0.57%
44826,19.404,18.488,19.490,18.371,448.63,4.95%
44825,18.489,18.875,19.758,18.191,446.85,-2.03%
44824,18.872,19.538,19.626,18.742,361.18,-3.41%
44823,19.538,19.417,19.666,18.277,423.43,0.62%
44822,19.418,20.113,20.113,19.347,273.11,-3.45%
44821,20.113,19.802,20.178,19.761,204.58,1.57%
44820,19.802,19.701,19.883,19.352,315.59,0.51%
44819,19.701,20.222,20.321,19.532,358.42,-2.58%
44818,20.222,20.175,20.503,19.654,374.22,0.23%
44817,20.175,22.395,22.702,19.909,485.32,-9.91%
44816,22.395,21.836,22.465,21.581,431.98,2.57%
44815,21.834,21.650,21.836,21.363,297.12,0.85%
44814,21.650,21.363,21.790,21.139,331.12,1.33%
44813,21.365,19.318,21.545,19.294,480.37,10.60%
44812,19.317,19.281,19.444,19.34,291.43,0.19%
44811,19.281,18.786,19.445,18.548,319.10,2.64%
44810,18.786,19.793,20.169,18.723,402.43,-5.09%
44809,19.793,19.999,20.42,19.650,238.71,-1.03%
44808,19.999,19.832,20.17,19.594,158.27,0.85%
44807,19.831,19.952,20.43,19.660,157.85,-0.61%
44806,19.952,20.131,20.428,19.764,272.22,-0.86%
44805,20.126,20.49,20.202,19.584,275.8,0.41%
44804,20.43,19.793,20.469,19.793,318.17,1.27%
44803,19.792,20.295,20.558,19.559,308.41,-2.48%
44802,20.295,19.551,20.394,19.551,248.4,3.81%
44801,19.550,20.34,20.150,19.542,159.60,-2.41%
44800,20.33,20.249,20.343,19.849,187.34,-1.07%
44799,20.249,21.564,21.815,20.122,322.16,-6.10%
44798,21.565,21.365,21.801,21.324,190.15,0.94%
44797,21.365,21.516,21.832,21.171,202.40,-0.71%
44796,21.517,21.416,21.661,20.919,228.65,0.47%
44795,21.416,21.516,21.517,20.912,251.83,-0.47%
44794,21.517,21.138,21.692,21.77,177.52,1.79%
44793,21.138,20.830,21.357,20.784,206.94,1.48%
44792,20.831,23.201,23.202,20.807,339.47,-10.22%
44791,23.203,23.337,23.578,23.131,160.97,-0.58%
44790,23.338,23.855,24.423,23.191,239.53,-2.17%
44789,23.856,24.102,24.240,23.693,201.70,-1.02%
44788,24.101,24.303,25.205,23.784,279.28,-0.83%
44787,24.302,24.442,24.997,24.172,177.25,-0.57%
44786,24.442,24.398,24.882,24.318,170.59,0.18%
44785,24.398,23.935,24.440,23.616,194.96,1.94%
44784,23.935,23.963,24.873,23.864,285.36,-0.12%
44783,23.962,23.150,24.209,22.714,243.61,3.53%
44782,23.146,23.818,23.912,22.886,169.62,-2.81%
44781,23.816,23.175,24.234,23.160,197.94,2.77%
44780,23.175,22.944,23.387,22.852,99.36,1.01%
44779,22.944,23.308,23.344,22.923,94.44,-1.56%
44778,23.308,22.613,23.447,22.593,208.90,3.08%
44777,22.612,22.822,23.214,22.438,181.19,-0.91%
44776,22.820,22.988,23.623,22.698,174.66,-0.73%
44775,22.988,23.271,23.423,22.670,177.30,-1.21%
44774,23.271,23.303,23.484,22.863,162.33,-0.14%
44773,23.303,23.634,24.179,23.236,138.84,-1.40%
44772,23.634,23.774,24.605,23.521,168.72,-0.59%
44771,23.774,23.850,24.340,23.451,221.66,-0.32%
44770,23.850,22.957,24.190,22.611,268.32,3.88%
44769,22.958,21.248,23.27,21.47,242.66,8.05%
44768,21.248,21.301,21.322,20.737,201.57,-0.25%
44767,21.301,22.582,22.653,21.275,206.93,-5.67%
44766,22.582,22.449,22.987,22.281,126.66,0.54%
44765,22.460,22.683,22.991,21.971,137.42,-0.95%
44764,22.675,23.150,23.741,22.524,197.54,-2.06%
44763,23.153,23.219,23.403,22.360,217.8,-0.27%
44762,23.215,23.412,24.258,22.944,281.31,-0.83%
44761,23.410,22.529,23.757,21.581,308.91,3.93%
44760,22.525,20.785,22.714,20.770,279.72,8.37%
44759,20.785,21.209,21.654,20.755,132.81,-2.00%
44758,21.209,20.825,21.561,20.484,136.89,1.85%
44757,20.825,20.586,21.178,20.393,164.67,1.16%
44756,20.586,20.250,20.862,19.664,205.28,1.66%
44755,20.250,19.331,20.250,18.942,249.38,4.75%
44754,19.330,19.963,20.51,19.279,167.91,-3.17%
44753,19.963,20.847,20.855,19.897,160.20,-4.24%
44752,20.847,21.587,21.599,20.689,204.68,-3.43%
44751,21.587,21.610,21.944,21.338,190.11,-0.11%
44750,21.611,21.637,22.482,21.207,439.90,-0.12%
44749,21.637,20.557,21.817,20.282,115.81,5.24%
44748,20.561,20.180,20.654,19.785,105.24,1.78%
44747,20.200,20.215,20.706,19.315,122.43,-0.08%
44746,20.215,19.310,20.303,19.52,92.79,4.69%
44745,19.309,19.243,19.626,18.794,65.27,0.35%
44744,19.243,19.275,19.425,19.6,58.57,-0.10%
44743,19.262,19.926,20.785,18.980,150.18,-3.33%
44742,19.926,20.111,20.155,18.682,127.73,-0.92%
44741,20.111,20.278,20.415,19.880,98.97,-0.82%
44740,20.278,20.727,21.200,20.210,83.83,-2.18%
44739,20.730,21.37,21.497,20.568,84.69,-1.49%
44738,21.43,21.489,21.837,20.989,67.21,-2.08%
44737,21.489,21.226,21.553,20.917,66.63,1.24%
44736,21.226,21.100,21.488,20.743,104.56,0.60%
44735,21.100,19.967,21.189,19.907,110.70,5.68%
44734,19.965,20.720,20.864,19.780,125.94,-3.64%
44733,20.720,20.571,21.689,20.371,136.32,0.72%
44732,20.572,20.576,20.996,19.658,140.60,-0.02%
44731,20.577,18.983,20.763,17.983,169.39,8.38%
44730,18.986,20.446,20.744,17.630,267.25,-7.13%
44729,20.444,20.391,21.315,20.244,136.27,0.28%
44728,20.386,22.577,22.942,20.231,144.0,-9.71%
44727,22.577,22.137,22.754,20.125,280.41,1.90%
44726,22.157,22.449,23.200,20.860,251.1,-1.29%
44725,22.448,26.606,26.857,22.6,379.26,-15.63%
44724,26.606,28.404,28.534,26.606,120.2,-6.33%
44723,28.403,29.83,29.426,28.161,82.92,-2.34%
44722,29.83,30.97,30.325,28.884,104.26,-3.37%
44721,30.97,30.202,30.691,29.953,61.72,-0.34%
44720,30.201,31.127,31.312,29.874,87.96,-2.98%
44719,31.128,31.370,31.556,29.235,140.32,-0.76%
44718,31.367,29.911,31.753,29.888,94.1,4.86%
44717,29.913,29.865,30.166,29.539,30.33,0.16%
44716,29.864,29.700,29.963,29.489,33.51,0.55%
44715,29.700,30.455,30.674,29.330,72.13,-2.48%
44714,30.455,29.798,30.638,29.604,81.40,2.20%
44713,29.798,31.793,31.969,29.396,135.9,-6.27%
44712,31.793,31.730,32.377,31.221,86.60,0.22%
44711,31.723,29.465,32.185,29.307,129.56,7.66%
44710,29.465,29.27,29.556,28.838,36.87,1.51%
44709,29.27,28.620,29.194,28.537,43.87,1.49%
44708,28.601,29.194,29.377,28.282,116.41,-2.06%
44707,29.203,29.537,29.868,28.77,126.71,-1.14%
44706,29.540,29.648,30.202,29.353,78.85,-0.36%
44705,29.648,29.91,29.810,28.706,79.42,1.91%
44704,29.93,30.287,30.644,28.913,92.10,-3.94%
44703,30.286,29.433,30.462,29.260,50.60,2.89%
44702,29.434,29.188,29.623,28.953,32.27,0.88%
44701,29.178,30.305,30.735,28.738,98.78,-3.72%
44700,30.305,28.700,30.525,28.682,101.38,5.66%
44699,28.683,30.437,30.687,28.648,92.3,-5.76%
44698,30.437,29.856,30.720,29.484,79.63,1.97%
44697,29.849,31.308,31.312,29.135,100.25,-4.66%
44696,31.308,30.78,31.383,29.499,65.44,4.08%
44695,30.80,29.285,30.277,28.666,70.46,2.72%
44694,29.284,28.994,31.2,28.755,141.23,1.06%
44693,28.976,29.73,30.136,26.500,309.48,-0.32%
44692,29.68,31.8,32.113,27.835,296.90,-6.25%
44691,31.7,30.98,32.621,29.831,235.61,3.03%
44690,30.95,34.41,34.227,30.95,268.9,-11.64%
44689,34.60,35.468,35.497,33.727,671.5,-3.97%
44688,35.468,36.3,36.119,34.773,288.86,-1.50%
44687,36.9,36.540,36.646,35.267,752.84,-1.46%
44686,36.544,39.686,39.833,36.183,1.4,-7.92%
44685,39.688,37.717,40.21,37.660,691.49,5.22%
44684,37.718,38.515,38.647,37.513,367.21,-2.07%
44683,38.514,38.472,39.134,38.61,580.79,0.14%
44682,38.461,37.642,38.676,37.397,276.99,2.15%
44681,37.650,38.590,38.776,37.596,248.22,-2.41%
44680,38.581,39.748,39.919,38.175,382.90,-2.94%
44679,39.748,39.243,40.382,38.888,542.39,1.29%
44678,39.243,38.113,39.447,37.869,426.83,2.96%
44677,38.113,40.443,40.770,37.708,681.47,-5.72%
44676,40.427,39.464,40.599,38.233,654.60,2.44%
44675,39.464,39.434,39.929,39.33,283.63,0.12%
44674,39.418,39.709,39.973,39.291,190.60,-0.73%
44673,39.709,40.487,40.792,39.200,421.30,-1.91%
44672,40.482,41.370,42.969,39.793,493.5,-2.14%
44671,41.368,41.499,42.203,40.915,382.84,-0.33%
44670,41.503,40.809,41.746,40.585,268.28,1.72%
44669,40.803,39.700,41.95,38.577,484.26,2.77%
44668,39.703,40.382,40.599,39.561,210.1,-1.68%
44667,40.382,40.571,40.691,40.3,151.31,-0.44%
44666,40.560,39.936,40.850,39.781,233.9,1.56%
44665,39.936,41.133,41.494,39.585,294.29,-2.91%
44664,41.133,40.72,41.515,39.581,406.70,2.63%
44663,40.78,39.507,40.678,39.265,468.27,1.47%
44662,39.497,42.144,42.418,39.202,608.38,-6.27%
44661,42.138,42.760,43.421,41.884,255.83,-1.47%
44660,42.767,42.275,42.809,42.129,165.16,1.16%
44659,42.275,43.450,43.979,42.113,467.83,-2.70%
44658,43.448,43.166,43.893,42.747,390.85,0.64%
44657,43.173,45.494,45.519,43.122,649.52,-5.13%
44656,45.506,46.614,47.201,45.388,421.11,-2.41%
44655,46.629,46.407,46.899,45.152,446.12,0.48%
44654,46.407,45.813,47.435,45.554,398.86,1.30%
44653,45.811,46.299,47.212,45.641,345.93,-1.05%
44652,46.297,45.529,46.728,44.261,632.93,1.70%
44651,45.525,47.71,47.624,45.228,520.0,-3.29%
44650,47.75,47.449,47.714,46.601,467.76,-0.79%
44649,47.449,47.126,48.127,47.29,478.82,0.73%
44648,47.105,46.859,48.199,46.672,610.27,0.52%
44647,46.859,44.542,46.947,44.445,388.79,5.19%
44646,44.548,44.331,44.818,44.90,196.30,0.49%
44645,44.331,44.13,45.112,43.622,494.9,0.72%
44644,44.13,42.911,44.251,42.658,491.66,2.57%
44643,42.912,42.373,43.27,41.795,433.96,1.27%
44642,42.373,41.22,43.327,40.893,537.6,3.29%
44641,41.22,41.282,41.532,40.530,406.62,-0.62%
44640,41.276,42.241,42.301,40.922,308.45,-2.27%
44639,42.233,41.768,42.386,41.529,224.59,1.11%
44638,41.767,40.914,42.308,40.234,2.31,2.08%
44637,40.914,41.118,41.406,40.557,1.90,-0.50%
44636,41.118,39.282,41.701,38.953,4.47,4.67%
44635,39.285,39.673,39.854,38.220,2.25,-0.97%
44634,39.671,37.789,39.914,37.613,2.33,4.97%
44633,37.792,38.813,39.272,37.603,1.55,-2.63%
44632,38.814,38.730,39.355,38.666,1.11,0.22%
44631,38.730,39.422,40.177,38.236,2.79,-1.74%
44630,39.416,41.933,42.29,38.603,3.62,-5.99%
44629,41.929,38.731,42.538,38.663,3.60,8.22%
44628,38.744,38.20,39.351,37.886,2.67,1.89%
44627,38.24,38.420,39.532,37.182,3.2,-0.99%
44626,38.403,39.396,39.668,38.115,1.93,-2.52%
44625,39.395,39.142,39.600,38.626,1.50,0.65%
44624,39.142,42.463,42.848,38.594,3.21,-7.82%
44623,42.463,43.912,44.77,41.840,74.11,-3.30%
44622,43.912,44.420,45.294,43.361,80.82,-1.14%
44621,44.420,43.187,44.900,42.876,90.67,2.85%
44620,43.188,37.707,43.977,37.458,108.7,14.59%
44619,37.689,39.116,39.838,37.62,66.14,-3.65%
44618,39.115,39.221,40.94,38.639,41.55,-0.24%
44617,39.209,38.339,39.683,38.42,83.78,2.27%
44616,38.339,37.250,39.351,34.357,180.47,2.99%
44615,37.224,38.248,39.194,37.99,64.84,-2.68%
44614,38.248,37.18,38.414,36.399,82.75,3.32%
44613,37.17,38.355,39.444,36.868,91.82,-3.49%
44612,38.355,40.89,40.120,38.42,47.92,-4.33%
44611,40.90,40.0,40.434,39.666,25.78,0.23%
44610,40.0,40.532,40.935,39.505,64.96,-1.36%
44609,40.552,43.885,44.167,40.103,72.63,-7.59%
44608,43.883,44.540,44.552,43.377,41.40,-1.48%
44607,44.544,42.550,44.722,42.460,56.34,4.69%
44606,42.550,42.61,42.799,41.591,53.60,1.16%
44605,42.61,42.205,42.725,41.880,25.88,-0.34%
44604,42.205,42.388,43.6,41.776,37.88,-0.43%
44603,42.388,43.519,43.915,42.23,69.95,-2.60%
44602,43.521,44.388,45.755,43.242,89.69,-1.96%
44601,44.388,44.38,44.800,43.163,50.92,0.80%
44600,44.38,43.833,45.399,42.705,92.88,0.47%
44599,43.833,42.385,44.468,41.695,76.60,3.40%
44598,42.392,41.411,42.614,41.176,31.20,2.37%
44597,41.412,41.566,41.899,40.963,46.32,-0.37%
44596,41.567,37.287,41.689,37.41,95.49,11.48%
44595,37.287,36.890,37.304,36.297,50.35,1.08%
44594,36.890,38.711,38.853,36.682,53.74,-4.70%
44593,38.709,38.475,39.230,38.37,55.20,0.55%
44592,38.498,37.923,38.701,36.672,61.27,1.53%
44591,37.917,38.167,38.313,37.390,34.10,-0.66%
44590,38.170,37.736,38.663,37.350,42.77,1.13%
44589,37.745,37.195,37.995,36.176,69.45,1.56%
44588,37.164,36.800,37.215,35.543,83.52,0.99%
44587,36.800,36.962,38.862,36.280,107.87,-0.41%
44586,36.950,36.691,37.501,35.729,79.68,0.72%
44585,36.686,36.268,37.424,32.985,153.77,1.15%
44584,36.269,35.72,36.513,34.655,70.43,3.40%
44583,35.75,36.467,36.749,34.116,138.9,-3.84%
44582,36.475,40.698,41.104,35.503,155.80,-10.41%
44581,40.715,41.683,43.487,40.568,65.28,-2.31%
44580,41.677,42.365,42.558,41.160,53.77,-1.62%
44579,42.364,42.209,42.674,41.300,47.32,0.37%
44578,42.209,43.80,43.179,41.559,41.44,-2.02%
44577,43.79,43.79,43.462,42.643,28.66,-0.04%
44576,43.97,43.73,43.777,42.586,31.44,0.06%
44575,43.73,42.562,43.435,41.848,50.50,1.21%
44574,42.560,43.900,44.404,42.337,53.42,-3.05%
44573,43.901,42.735,44.243,42.476,53.95,2.73%
44572,42.733,41.829,43.90,41.287,61.78,2.15%
44571,41.832,41.848,42.243,39.697,85.50,-0.04%
44570,41.848,41.681,42.764,41.260,37.51,0.42%
44569,41.672,41.551,42.304,40.574,52.54,0.30%
44568,41.546,43.97,43.127,40.810,88.36,-3.60%
44567,43.97,43.431,43.772,42.481,63.8,-0.76%
44566,43.425,45.833,47.19,42.535,83.74,-5.26%
44565,45.837,46.435,47.505,45.602,55.59,-1.28%
44564,46.430,47.293,47.556,45.704,41.6,-1.86%
44563,47.311,47.738,47.944,46.718,27.2,-0.89%
44562,47.738,46.217,47.917,46.217,31.24,3.29%
44561,46.219,47.123,48.553,45.693,58.18,-1.92%
44560,47.123,46.470,47.901,46.3,60.96,1.42%
44559,46.461,47.548,48.121,46.127,63.92,-2.28%
44558,47.545,50.703,50.703,47.345,74.39,-6.18%
44557,50.678,50.783,52.16,50.459,43.90,-0.20%
44556,50.779,50.404,51.247,49.527,32.34,0.74%
44555,50.406,50.789,51.140,50.196,26.67,-0.75%
44554,50.786,50.807,51.795,50.428,45.97,-0.03%
44553,50.801,48.599,51.355,48.53,56.24,4.53%
44552,48.599,48.898,49.540,48.449,40.89,-0.62%
44551,48.902,46.900,49.306,46.654,57.88,4.28%
44550,46.895,46.703,47.488,45.577,57.53,0.41%
44549,46.704,46.855,48.270,46.438,44.5,-0.32%
44548,46.856,46.171,47.330,45.513,36.93,1.48%
44547,46.172,47.630,47.997,45.523,67.50,-3.06%
44546,47.628,48.876,49.387,47.543,48.20,-2.54%
44545,48.871,48.366,49.477,46.572,80.28,1.04%
44544,48.366,46.709,48.635,46.338,62.54,3.56%
44543,46.703,50.75,50.196,45.848,80.37,-6.74%
44542,50.81,49.332,50.779,48.670,40.30,1.55%
44541,49.314,47.138,49.487,46.834,45.23,4.62%
44540,47.137,47.591,49.974,47.7,68.6,-0.97%
44539,47.596,50.477,50.790,47.341,58.69,-5.70%
44538,50.473,50.596,51.204,48.700,55.59,-0.24%
44537,50.595,50.547,51.918,50.70,56.29,0.07%
44536,50.562,49.412,50.913,47.237,89.68,2.34%
44535,49.405,49.196,49.689,47.797,72.3,0.43%
44534,49.195,53.620,53.847,42.587,168.0,-8.27%
44533,53.631,56.495,57.543,52.8,89.20,-5.07%
44532,56.496,57.207,57.377,55.807,54.94,-1.25%
44531,57.210,56.891,59.64,56.496,66.75,0.58%
