Date;Price;Open;High;Low;Vol;Change
44939;199270;188508;199816;187238;426.67;5.71%
44938;188513;179410;190553;179155;522.01;5.07%
44937;179423;174405;179898;173239;291.53;2.89%
44936;174391;171801;174910;171517;247.14;1.51%
44935;171801;171190;173908;171071;301.24;0.36%
44934;171190;169436;171190;169138;144.84;1.04%
44933;169436;169509;169796;169097;110.48;-0.04%
44932;169509;168298;170123;167076;233.47;0.72%
44931;168298;168522;168779;167723;178.96;-0.13%
44930;168521;166742;169765;166565;247.39;1.07%
44929;166742;166731;167732;166072;178.73;0.00%
44928;166743;166184;167669;165510;136.03;0.34%
44927;166184;165375;166219;164997;107.84;0.49%
44926;165374;166072;166359;164873;130.44;-0.42%
44925;166072;166364;166444;163600;192.76;-0.18%
44924;166364;165462;166591;164966;181.47;0.55%
44923;165462;167059;167811;164742;217.96;-0.96%
44922;167061;169182;169640;166101;192.18;-1.25%
44921;169181;168318;169361;167994;133.36;0.51%
44920;168318;168357;168529;167330;132.89;-0.03%
44919;168372;167786;168558;167778;110.12;0.35%
44918;167791;168205;169107;167680;184.12;-0.25%
44917;168206;168318;168622;165661;198.28;-0.07%
44916;168318;169027;169194;167350;174.34;-0.42%
44915;169028;164413;170313;164007;284.57;2.81%
44914;164413;167411;168095;163312;207.93;-1.79%
44913;167411;167770;168257;166665;124.29;-0.21%
44912;167771;166290;167944;165870;164.49;0.89%
44911;166296;173567;175185;165424;303.56;-4.19%
44910;173561;177964;178461;172982;263.44;-2.47%
44909;177964;177786;183518;176821;318.98;0.10%
44908;177786;172109;179516;170945;328.71;3.30%
44907;172104;170932;172325;168785;249.39;0.68%
44906;170933;171270;172629;170806;167.20;-0.20%
44905;171272;171257;172205;171057;148.81;0.01%
44904;171257;172256;172886;170821;260.84;-0.58%
44903;172257;168352;172942;167658;261.64;2.32%
44902;168352;170894;171267;167153;244.36;-1.49%
44901;170893;169663;171011;169149;246.19;0.72%
44900;169665;171069;173952;168869;268.72;-0.85%
44899;171126;168848;171981;168816;197.12;1.35%
44898;168845;170934;171326;168621;169.29;-1.22%
44897;170936;169722;170962;167999;227.01;0.72%
44896;169720;171634;172447;168689;266.14;-1.12%
44895;171639;164408;172155;164332;348.22;4.40%
44894;164404;162119;165314;161001;271.58;1.41%
44893;162117;164261;164814;160135;284.84;-1.30%
44892;164256;164564;165954;164146;173.25;-0.19%
44891;164565;165123;166863;163879;194.94;-0.34%
44890;165123;166006;166118;163609;204.07;-0.54%
44889;166012;166049;167856;164720;229.59;-0.14%
44888;166239;162169;166776;161623;305.08;2.53%
44887;162129;157766;162746;156204;287.21;2.77%
44886;157762;162786;162879;155042;372.15;-3.13%
44885;162867;166993;167493;162092;172.83;-2.47%
44884;166992;166522;168149;166089;114.89;0.37%
44883;166383;167154;168463;165530;241.96;-0.32%
44882;166912;165405;167397;164258;257.00;0.91%
44881;165405;168954;169934;164082;295.73;-2.10%
44880;168951;166150;171120;165439;337.15;1.69%
44879;166137;163250;171584;158340;442.46;1.77%
44878;163245;168039;169465;162749;210.80;-2.80%
44877;167952;170499;171008;166339;192.91;-1.49%
44876;170499;175891;176794;164355;466.35;-3.07%
44875;175891;158870;181382;157993;720.74;10.71%
44874;158869;185389;185838;156033;869.57;-14.25%
44873;185274;205890;206675;172600;865.10;-10.01%
44872;205890;209163;210554;204105;414.24;-1.56%
44871;209163;212987;213604;209010;242.26;-1.81%
44870;213016;211457;214647;210841;261.23;0.74%
44869;211459;202064;212819;201846;499.50;4.65%
44868;202064;201540;203845;200666;347.23;0.26%
44867;201544;204829;207783;200658;420.23;-1.61%
44866;204835;204961;206766;203481;302.72;-0.06%
44865;204963;206260;208224;202600;327.47;-0.63%
44864;206263;208094;209223;205225;207.63;-0.88%
44863;208098;205942;210381;205619;276.54;1.05%
44862;205944;202930;207440;200582;318.90;1.49%
44861;202929;207695;208679;202316;365.49;-2.29%
44860;207695;200868;209815;200629;427.99;3.42%
44859;200827;193318;204069;192490;371.54;3.89%
44858;193315;195712;195886;191772;286.94;-1.22%
44857;195712;192048;196809;190925;180.63;1.91%
44856;192048;191626;192499;191161;118.24;0.22%
44855;191626;190429;192455;187033;294.66;0.63%
44854;190429;191251;193345;189356;253.20;-0.42%
44853;191239;193282;193586;191012;209.28;-1.06%
44852;193282;195484;196929;191028;290.07;-1.13%
44851;195482;192622;196635;191636;248.40;1.49%
44850;192619;190688;194119;190660;140.95;1.01%
44849;190687;191817;192187;190008;123.66;-0.59%
44848;191818;193798;199339;190986;400.45;-1.02%
44847;193798;191546;194944;182079;455.13;1.17%
44846;191548;190585;192126;190106;242.18;0.50%
44845;190591;191343;192613;188687;288.57;-0.39%
44844;191346;194417;195207;190570;243.77;-1.58%
44843;194410;194163;195521;193296;127.53;0.13%
44842;194150;195302;196122;192747;113.50;-0.60%
44841;195313;199624;200514;193521;263.50;-2.13%
44840;199567;201575;204367;198737;370.60;-1.00%
44839;201575;203405;203538;197617;352.76;-0.90%
44838;203402;196297;204361;195064;368.17;3.63%
44837;196283;190576;196760;190013;333.03;3.02%
44836;190522;193119;193899;189373;222.82;-1.34%
44835;193119;194229;194803;191726;173.91;-0.57%
44834;194230;195934;201749;192089;490.29;-0.87%
44833;195930;194202;196315;188779;449.57;0.94%
44832;194110;190834;197578;185053;581.19;1.73%
44831;190810;192288;203612;188504;660.12;-0.75%
44830;192257;188031;193048;186952;516.03;2.25%
44829;188032;189251;191251;186596;209.71;-0.64%
44828;189252;192884;193106;188120;258.50;-1.91%
44827;192935;194041;194773;185548;431.15;-0.57%
44826;194040;184881;194909;183710;448.63;4.95%
44825;184890;188751;197584;181918;446.85;-2.03%
44824;188724;195389;196263;187426;361.18;-3.41%
44823;195389;194174;196666;182778;423.43;0.62%
44822;194188;201139;201139;193477;273.11;-3.45%
44821;201135;198028;201786;197610;204.58;1.57%
44820;198024;197019;198830;193529;315.59;0.51%
44819;197017;202223;203214;195323;358.42;-2.58%
44818;202225;201755;205037;196542;374.22;0.23%
44817;201755;223953;227025;199096;485.32;-9.91%
44816;223953;218366;224654;215816;431.98;2.57%
44815;218349;216504;218364;213630;297.12;0.85%
44814;216504;213638;217906;211399;331.12;1.33%
44813;213652;193188;215457;192941;480.37;10.60%
44812;193174;192815;194447;190345;291.43;0.19%
44811;192815;187863;194459;185484;319.10;2.64%
44810;187864;197934;201693;187233;402.43;-5.09%
44809;197931;199999;200429;196507;238.71;-1.03%
44808;199999;198322;200178;195947;158.27;0.85%
44807;198314;199528;200438;196607;157.85;-0.61%
44806;199527;201316;204282;197647;272.22;-0.86%
44805;201261;200499;202027;195844;275.08;0.41%
44804;200439;197934;204691;197934;318.17;1.27%
44803;197926;202956;205582;195597;308.41;-2.48%
44802;202958;195513;203945;195512;248.04;3.81%
44801;195502;200342;201508;195429;159.60;-2.41%
44800;200339;202499;203436;198498;187.34;-1.07%
44799;202499;215642;218153;201224;322.16;-6.10%
44798;215654;213654;218012;213248;190.15;0.94%
44797;213652;215162;218323;211711;202.40;-0.71%
44796;215172;214165;216610;209196;228.65;0.47%
44795;214163;215168;215174;209121;251.83;-0.47%
44794;215172;211389;216924;210774;177.52;1.79%
44793;211389;208307;213574;207848;206.94;1.48%
44792;208313;232016;232023;208078;339.47;-10.22%
44791;232036;233377;235780;231313;160.97;-0.58%
44790;233380;238558;244235;231916;239.53;-2.17%
44789;238568;241026;242408;236938;201.70;-1.02%
44788;241017;243033;252057;237845;279.28;-0.83%
44787;243028;244421;249973;241722;177.25;-0.57%
44786;244425;243989;248829;243187;170.59;0.18%
44785;243987;239353;244408;236164;194.96;1.94%
44784;239353;239633;248735;238640;285.36;-0.12%
44783;239629;231503;242099;227147;243.61;3.53%
44782;231467;238181;239120;228865;169.62;-2.81%
44781;238163;231753;242341;231606;197.94;2.77%
44780;231753;229442;233877;228523;99.36;1.01%
44779;229442;233082;233444;229236;94.44;-1.56%
44778;233082;226133;234476;225935;208.90;3.08%
44777;226121;228222;232145;224387;181.19;-0.91%
44776;228208;229887;236237;226986;174.66;-0.73%
44775;229886;232711;234233;226708;177.30;-1.21%
44774;232712;233034;234844;228638;162.33;-0.14%
44773;233034;236342;241793;232362;138.84;-1.40%
44772;236342;237742;246053;235218;168.72;-0.59%
44771;237743;238502;243400;234514;221.66;-0.32%
44770;238500;229577;241905;226116;268.32;3.88%
44769;229583;212480;230278;210475;242.66;8.05%
44768;212487;213016;213223;207373;201.57;-0.25%
44767;213019;225823;226533;212754;206.93;-5.67%
44766;225821;224498;229879;222813;126.66;0.54%
44765;224604;226836;229910;219717;137.42;-0.95%
44764;226752;231500;237414;225242;197.54;-2.06%
44763;231530;232199;234038;223602;217.08;-0.27%
44762;232152;234120;242580;229444;281.31;-0.83%
44761;234102;225293;237573;215818;308.91;3.93%
44760;225258;207856;227149;207706;279.72;8.37%
44759;207856;212098;216544;207552;132.81;-2.00%
44758;212099;208252;215613;204844;136.89;1.85%
44757;208251;205861;211781;203934;164.67;1.16%
44756;205860;202500;208622;196649;205.28;1.66%
44755;202500;193316;202508;189422;249.38;4.75%
44754;193309;199632;200517;192796;167.91;-3.17%
44753;199632;208472;208550;198970;160.20;-4.24%
44752;208474;215874;215992;206897;204.68;-3.43%
44751;215875;216104;219441;213384;190.11;-0.11%
44750;216112;216371;224821;212070;439.90;-0.12%
44749;216378;205579;218178;202827;115.81;5.24%
44748;205611;201804;206549;197853;105.24;1.78%
44747;202006;202158;207069;193154;122.43;-0.08%
44746;202158;193106;203038;190525;92.79;4.69%
44745;193099;192434;196264;187944;65.27;0.35%
44744;192432;192754;194254;190064;58.57;-0.10%
44743;192629;199266;207856;189801;150.18;-3.33%
44742;199266;201113;201551;186827;127.73;-0.92%
44741;201113;202780;204158;198807;98.97;-0.82%
44740;202780;207279;212002;202105;83.83;-2.18%
44739;207302;210377;214975;205680;84.69;-1.49%
44738;210435;214899;218374;209897;67.21;-2.08%
44737;214899;212269;215534;209175;66.63;1.24%
44736;212269;211009;214887;207439;104.56;0.60%
44735;211007;199673;211898;199075;110.70;5.68%
44734;199658;207202;208643;197802;125.94;-3.64%
44733;207204;205716;216893;203717;136.32;0.72%
44732;205723;205769;209968;196588;140.60;-0.02%
44731;205772;189834;207635;179837;169.39;8.38%
44730;189865;204464;207447;176305;267.25;-7.13%
44729;204446;203913;213154;202441;136.27;0.28%
44728;203866;225779;229421;202311;144.00;-9.71%
44727;225779;221375;227544;201258;280.41;1.90%
44726;221573;224491;232003;208609;251.01;-1.29%
44725;224480;266063;268576;220063;379.26;-15.63%
44724;266063;284040;285348;266063;120.02;-6.33%
44723;284034;290833;294266;281618;82.92;-2.34%
44722;290833;300974;303256;288849;104.26;-3.37%
44721;300978;302021;306914;299538;61.72;-0.34%
44720;302016;311272;313121;298748;87.96;-2.98%
44719;311288;313703;315566;292350;140.32;-0.76%
44718;313676;299112;317534;298886;94.01;4.86%
44717;299130;298651;301669;295390;30.33;0.16%
44716;298643;297009;299638;294895;33.51;0.55%
44715;297009;304557;306748;293308;72.13;-2.48%
44714;304555;297986;306385;296044;81.40;2.20%
44713;297985;317931;319699;293966;135.09;-6.27%
44712;317934;317302;323775;312212;86.60;0.22%
44711;317233;294652;321856;293072;129.56;7.66%
44710;294652;290271;295565;288387;36.87;1.51%
44709;290271;286201;291944;285372;43.87;1.49%
44708;286012;291940;293771;282822;116.41;-2.06%
44707;292035;295379;298689;280779;126.71;-1.14%
44706;295406;296487;302023;293535;78.85;-0.36%
44705;296487;290916;298108;287061;79.42;1.91%
44704;290933;302873;306448;289136;92.10;-3.94%
44703;302866;294330;304620;292601;50.60;2.89%
44702;294346;291887;296232;289539;32.27;0.88%
44701;291786;303059;307351;287385;98.78;-3.72%
44700;303059;287004;305251;286821;101.38;5.66%
44699;286837;304375;306879;286481;92.03;-5.76%
44698;304375;298567;307201;294845;79.63;1.97%
44697;298490;313083;313124;291358;100.25;-4.66%
44696;313087;300786;313838;294994;65.44;4.08%
44695;300804;292852;302774;286667;70.46;2.72%
44694;292844;289943;310027;287550;141.23;1.06%
44693;289760;290734;301367;265005;309.48;-0.32%
44692;290682;310080;321136;278355;296.90;-6.25%
44691;310075;300982;326212;298310;235.61;3.03%
44690;300950;340410;342270;300950;268.09;-11.64%
44689;340600;354680;354970;337270;671.05;-3.97%
44688;354680;360030;361190;347730;288.86;-1.50%
44687;360090;365400;366460;352670;752.84;-1.46%
44686;365440;396860;398330;361830;1.04;-7.92%
44685;396880;377170;400210;376600;691.49;5.22%
44684;377180;385150;386470;375130;367.21;-2.07%
44683;385140;384720;391340;380610;580.79;0.14%
44682;384610;376420;386760;373970;276.99;2.15%
44681;376500;385900;387760;375960;248.22;-2.41%
44680;385810;397480;399190;381750;382.90;-2.94%
44679;397480;392430;403820;388880;542.39;1.29%
44678;392430;381130;394470;378690;426.83;2.96%
44677;381130;404430;407700;377080;681.47;-5.72%
44676;404270;394640;405990;382330;654.60;2.44%
44675;394640;394340;399290;390330;283.63;0.12%
44674;394180;397090;399730;392910;190.60;-0.73%
44673;397090;404870;407920;392000;421.30;-1.91%
44672;404820;413700;429690;397930;493.05;-2.14%
44671;413680;414990;422030;409150;382.84;-0.33%
44670;415030;408090;417460;405850;268.28;1.72%
44669;408030;397000;410950;385770;484.26;2.77%
44668;397030;403820;405990;395610;210.01;-1.68%
44667;403820;405710;406910;400030;151.31;-0.44%
44666;405600;399360;408500;397810;233.09;1.56%
44665;399360;411330;414940;395850;294.29;-2.91%
44664;411330;400720;415150;395810;406.70;2.63%
44663;400780;395070;406780;392650;468.27;1.47%
44662;394970;421440;424180;392020;608.38;-6.27%
44661;421380;427600;434210;418840;255.83;-1.47%
44660;427670;422750;428090;421290;165.16;1.16%
44659;422750;434500;439790;421130;467.83;-2.70%
44658;434480;431660;438930;427470;390.85;0.64%
44657;431730;454940;455190;431220;649.52;-5.13%
44656;455060;466140;472010;453880;421.11;-2.41%
44655;466290;464070;468990;451520;446.12;0.48%
44654;464070;458130;474350;455540;398.86;1.30%
44653;458110;462990;472120;456410;345.93;-1.05%
44652;462970;455290;467280;442610;632.93;1.70%
44651;455250;470710;476240;452280;520.00;-3.29%
44650;470750;474490;477140;466010;467.76;-0.79%
44649;474490;471260;481270;470290;478.82;0.73%
44648;471050;468590;481990;466720;610.27;0.52%
44647;468590;445420;469470;444450;388.79;5.19%
44646;445480;443310;448180;440900;196.30;0.49%
44645;443310;440130;451120;436220;494.09;0.72%
44644;440130;429110;442510;426580;491.66;2.57%
44643;429120;423730;430270;417950;433.96;1.27%
44642;423730;410220;433279;408930;537.06;3.29%
44641;410220;412820;415320;405300;406.62;-0.62%
44640;412760;422410;423010;409220;308.45;-2.27%
44639;422330;417680;423860;415296;224.59;1.11%
44638;417678;409146;423084;402348;2.31;2.08%
44637;409148;411187;414060;405578;1.90;-0.50%
44636;411187;392825;417016;389532;4.47;4.67%
44635;392857;396730;398547;382209;2.25;-0.97%
44634;396711;377895;399143;376136;2.33;4.97%
44633;377924;388132;392723;376034;1.55;-2.63%
44632;388143;387302;393553;386665;1.11;0.22%
44631;387302;394225;401770;382364;2.79;-1.74%
44630;394163;419339;420291;386035;3.62;-5.99%
44629;419290;387315;425385;386633;3.60;8.22%
44628;387448;380206;393515;378866;2.67;1.89%
44627;380248;384206;395320;371821;3.02;-0.99%
44626;384031;393963;396681;381150;1.93;-2.52%
44625;393958;391428;396002;386261;1.50;0.65%
44624;391427;424630;428487;385949;3.21;-7.82%
44623;424630;439128;440772;418408;74.11;-3.30%
44622;439128;444203;452942;433613;80.82;-1.14%
44621;444203;431872;449005;428766;90.67;2.85%
44620;431882;377072;439778;374589;108.07;14.59%
44619;376891;391166;398385;370623;66.14;-3.65%
44618;391155;392216;400945;386391;41.55;-0.24%
44617;392096;383392;396837;380426;83.78;2.27%
44616;383392;372502;393516;343574;180.47;2.99%
44615;372246;382482;391945;370995;64.84;-2.68%
44614;382482;370183;384149;363996;82.75;3.32%
44613;370177;383550;394441;368689;91.82;-3.49%
44612;383550;400896;401203;380422;47.92;-4.33%
44611;400903;400001;404343;396666;25.78;0.23%
44610;400001;405325;409355;395050;64.96;-1.36%
44609;405528;438855;441671;401038;72.63;-7.59%
44608;438836;445409;445529;433776;41.40;-1.48%
44607;445444;425503;447226;424601;56.34;4.69%
44606;425503;420611;427997;415913;53.60;1.16%
44605;420611;422055;427251;418801;25.88;-0.34%
44604;422052;423884;430064;417768;37.88;-0.43%
44603;423884;435193;439151;420234;69.95;-2.60%
44602;435210;443889;457552;432425;89.69;-1.96%
44601;443889;440382;448004;431630;50.92;0.80%
44600;440382;438339;453998;427050;92.88;0.47%
44599;438339;423852;444683;416954;76.60;3.40%
44598;423922;414119;426148;411763;31.20;2.37%
44597;414121;415665;418998;409633;46.32;-0.37%
44596;415676;372878;416890;370411;95.49;11.48%
44595;372878;368902;373043;362973;50.35;1.08%
44594;368902;387112;388538;366823;53.74;-4.70%
44593;387097;384756;392300;380379;55.20;0.55%
44592;384986;379238;387014;366728;61.27;1.53%
44591;379177;381675;383133;373906;34.10;-0.66%
44590;381708;377365;386637;373502;42.77;1.13%
44589;377451;371956;379959;361765;69.45;1.56%
44588;371643;368001;372154;355432;83.52;0.99%
44587;368004;369623;388626;362800;107.87;-0.41%
44586;369506;366913;375018;357293;79.68;0.72%
44585;366863;362686;374240;329856;153.77;1.15%
44584;362695;350729;365130;346552;70.43;3.40%
44583;350752;364677;367498;341160;138.09;-3.84%
44582;364755;406981;411046;355039;155.80;-10.41%
44581;407159;416836;434871;405683;65.28;-2.31%
44580;416778;423653;425580;411609;53.77;-1.62%
44579;423646;422099;426742;413007;47.32;0.37%
44578;422093;430805;431796;415594;41.44;-2.02%
44577;430791;430792;434620;426433;28.66;-0.04%
44576;430970;430736;437779;425861;31.44;0.06%
44575;430733;425622;434351;418487;50.50;1.21%
44574;425600;439000;444047;423375;53.42;-3.05%
44573;439010;427350;442436;424767;53.95;2.73%
44572;427332;418291;430902;412876;61.78;2.15%
44571;418322;418489;422438;396970;85.50;-0.04%
44570;418483;416812;427644;412609;37.51;0.42%
44569;416720;415513;423044;405743;52.54;0.30%
44568;415467;430979;431277;408100;88.36;-3.60%
44567;430975;434316;437723;424811;63.08;-0.76%
44566;434259;458331;470194;425351;83.74;-5.26%
44565;458373;464357;475054;456021;55.59;-1.28%
44564;464302;472939;475560;457040;41.06;-1.86%
44563;473118;477387;479449;467182;27.02;-0.89%
44562;477380;462175;479176;462175;31.24;3.29%
44561;462195;471233;485539;456936;58.18;-1.92%
44560;471233;464707;479014;460030;60.96;1.42%
44559;464617;475484;481217;461278;63.92;-2.28%
44558;475452;507034;507038;473457;74.39;-6.18%
44557;506782;507836;520163;504590;43.90;-0.20%
44556;507799;504040;512470;495270;32.34;0.74%
44555;504064;507896;511402;501968;26.67;-0.75%
44554;507861;508074;517953;504284;45.97;-0.03%
44553;508010;485996;513556;480534;56.24;4.53%
44552;485997;488987;495403;484497;40.89;-0.62%
44551;489020;469001;493061;466540;57.88;4.28%
44550;468952;467034;474889;455773;57.53;0.41%
44549;467045;468557;482702;464384;44.05;-0.32%
44548;468562;461718;473302;455134;36.93;1.48%
44547;461722;476304;479972;455238;67.50;-3.06%
44546;476282;488766;493878;475439;48.20;-2.54%
44545;488715;483662;494779;465726;80.28;1.04%
44544;483665;467098;486350;463383;62.54;3.56%
44543;467036;500759;501961;458482;80.37;-6.74%
44542;500810;493325;507792;486705;40.30;1.55%
44541;493145;471384;494870;468340;45.23;4.62%
44540;471372;475917;499748;470071;68.06;-0.97%
44539;475966;504776;507902;473419;58.69;-5.70%
44538;504739;505966;512047;487007;55.59;-0.24%
44537;505952;505474;519186;500709;56.29;0.07%
44536;505621;494121;509133;472379;89.68;2.34%
44535;494055;491964;496893;477978;72.03;0.43%
44534;491952;536207;538472;425878;168.00;-8.27%
44533;536315;564952;575436;520089;89.20;-5.07%
44532;564960;572078;573775;558079;54.94;-1.25%
44531;572103;568917;590643;564965;66.75;0.58%
44530;568829;577952;591744;559369;73.66;-1.58%
44529;577948;572881;588552;567267;58.65;0.88%
44528;572915;547580;573923;534483;49.28;4.61%
44527;547659;537472;552803;536543;40.71;1.93%
44526;537309;589373;591511;535335;104.03;-8.83%
44525;589351;571671;593873;570298;56.79;3.08%
44524;571717;575594;576974;559106;56.68;-0.70%
44523;575732;563048;578551;555425;72.48;2.25%
44522;563088;587197;592883;556568;76.45;-4.10%
44521;587143;597240;600026;585283;40.98;-1.68%
44520;597176;580808;598546;574353;44.53;2.81%
44519;580834;569083;583359;556263;74.44;1.98%
44518;569553;603682;609369;565244;100.37;-5.65%
44517;603678;600742;608145;585319;73.93;0.46%
44516;600891;636051;636056;586559;115.36;-5.52%
44515;635979;655149;663112;634395;53.53;-2.92%
44514;655082;643972;655082;636083;33.98;1.72%
44513;643986;641333;649060;633814;30.34;0.41%
44512;641345;647826;654497;623097;63.27;-1.04%
44511;648067;649228;655833;641219;50.37;-0.19%
44510;649326;669426;689906;629513;96.21;-2.95%
44509;669044;675287;684933;663349;66.13;-0.92%
44508;675279;632764;677633;632764;81.08;6.72%
44507;632732;614838;632732;613472;34.34;2.91%
44506;614839;609732;615432;600936;34.89;0.84%
44505;609743;614115;625603;607424;44.46;-0.71%
44504;614126;629154;630776;607429;49.91;-2.39%
44503;629185;632235;635086;608830;61.05;-0.48%
44502;632217;609122;642564;606515;65.26;3.79%
44501;609153;613101;624301;596127;61.21;-0.64%
44500;613096;618422;623937;600057;50.06;-0.86%
44499;618401;622450;623385;607860;40.51;-0.65%
44498;622428;605799;629522;603222;63.39;2.74%
44497;605825;584372;622513;581281;88.47;3.67%
44496;584381;603125;614529;581126;88.11;-3.11%
44495;603108;630675;632751;599073;57.13;-4.37%
44494;630670;608643;636948;606558;51.06;3.62%
44493;608665;613082;614699;595237;42.67;-0.73%
44492;613125;606932;617287;597383;37.05;1.03%
44491;606903;622008;636997;600557;75.69;-2.44%
44490;622102;660046;666169;620921;105.38;-5.71%
44489;659791;642769;669671;635437;79.87;2.65%
44488;642785;620302;644540;614510;80.16;3.58%
44487;620563;615258;626236;600269;80.15;0.86%
44486;615275;608655;616514;591434;53.39;1.09%
44485;608611;616692;623292;601619;49.93;-1.32%
44484;616725;573482;628928;568748;121.48;7.54%
44483;573458;573704;585065;568668;59.84;-0.06%
44482;573801;560145;576974;543144;73.62;2.44%
44481;560159;574806;576357;541554;74.85;-2.54%
44480;574773;546869;578141;544578;73.84;5.10%
44479;546877;549425;564322;541008;104.43;-0.46%
44478;549425;539241;554308;537117;64.65;1.91%
44477;539147;537855;559779;536593;64.05;0.24%
44476;537839;553252;553256;534764;75.68;-2.78%
44475;553232;514700;556761;504395;116.26;7.49%
44474;514693;492295;518724;490601;76.63;4.55%
44473;492273;482004;494817;469586;66.92;2.13%
44472;482001;476654;491652;471230;42.41;1.12%
44471;476669;481472;483069;474517;39.82;-1.00%
44470;481460;438244;484352;432929;94.66;9.86%
44469;438233;415345;441012;414167;64.32;5.50%
44468;415368;410231;425712;408150;48.21;1.25%
44467;410223;421699;427588;409064;60.01;-2.73%
44466;421726;432009;442932;421439;54.12;-2.39%
44465;432034;426858;439073;407866;69.91;1.21%
44464;426868;428187;429593;417145;46.35;-0.31%
44463;428199;448674;451120;409085;128.88;-4.57%
44462;448692;435507;449498;430901;74.54;3.03%
44461;435516;406608;439767;405857;93.98;7.13%
44460;406513;430123;436193;396468;142.55;-5.18%
44459;428706;472408;473239;425471;77.96;-9.25%
44458;472387;482999;483419;468666;41.98;-2.21%
44457;483067;472839;487610;470705;43.64;2.17%
44456;472828;477482;481559;467888;50.16;-0.97%
44455;477480;481323;484806;470403;60.91;-0.80%
44454;481306;470708;484365;467439;63.40;2.24%
44453;470775;449502;472476;447187;65.33;4.73%
44452;449495;460608;468077;434632;96.15;-2.42%
44451;460623;451626;463864;447552;44.52;1.99%
44450;451619;448449;459756;447666;41.58;0.71%
44449;448428;463859;470216;442836;75.62;-3.33%
44448;463856;460576;473057;456090;73.63;0.70%
44447;460614;467741;473169;444937;100.48;-1.54%
44446;467796;526742;528853;430724;187.56;-11.19%
44445;526721;517694;527262;510028;69.46;1.75%
44444;517686;499187;518782;494924;57.30;3.71%
44443;499184;499993;505346;494614;48.14;-0.16%
44442;499990;492695;510088;483773;88.08;1.47%
44441;492743;488178;503553;486129;80.21;0.93%
44440;488194;471292;491210;465331;74.38;3.58%
44439;471304;469891;482170;467093;71.48;0.29%
44438;469927;487771;488860;468769;61.68;-3.66%
44437;487774;488997;496217;478701;47.62;-0.24%
44436;488971;490628;492894;484285;36.73;-0.34%
44435;490643;468302;491420;463715;62.47;4.77%
44434;468316;489944;493478;463604;73.79;-4.41%
44433;489945;477074;492302;471633;63.54;2.68%
44432;477147;495325;498474;476236;74.26;-3.68%
44431;495397;492554;504988;490386;75.37;0.58%
44430;492545;488704;494803;481510;49.32;0.77%
44429;488758;493300;497191;482935;18.20;-0.91%
44428;493240;467567;493433;466468;83.19;5.49%
44427;467559;447259;470123;439867;77.92;4.54%
44426;447238;446911;460049;442300;22.36;0.07%
44425;446916;459075;471406;444413;84.14;-2.84%
44424;459963;469916;480024;456721;2.41;-2.12%
44423;469913;470826;473441;455641;58.11;-0.19%
44422;470815;478096;480909;461172;64.29;-1.52%
44421;478091;444040;478360;442424;75.27;7.67%
44420;444034;455623;462138;438147;81.07;-2.55%
44419;455643;455932;467365;453679;75.43;-0.06%
44418;455938;462818;466634;446812;80.55;-1.49%
44417;462843;437949;464607;428241;117.08;5.69%
44416;437928;445849;452841;433144;105.25;-1.84%
44415;446142;427847;446973;426110;112.84;4.25%
44414;427954;408684;432534;399054;111.93;4.72%
44413;408672;397344;413663;373654;130.60;2.84%
44412;397369;381884;399565;375560;79.22;4.21%
44411;381303;391674;397666;376882;0.26;-2.65%
44410;391684;398698;404490;386925;74.81;-1.78%
44409;398783;415100;425650;395565;80.33;-4.03%
44408;415537;422014;422853;410664;44.65;-1.54%
44407;422034;400011;422644;383584;98.45;5.50%
44406;400014;400090;406307;393408;75.30;0.00%
44405;400032;394504;408622;388838;148.92;1.40%
44404;394520;372943;394559;364274;100.24;5.84%
44403;372766;353923;405229;352367;177.63;5.33%
44402;353911;343925;353911;338813;65.10;4.63%
44401;338248;336005;339550;334129;67.14;0.66%
44400;336033;322979;336056;320411;66.15;4.04%
44399;322989;321317;325854;317294;64.87;0.52%
44398;321314;297947;327946;295193;118.34;7.85%
44397;297938;308354;310408;293102;97.46;-3.38%
44396;308372;317829;318870;304782;77.48;-2.98%
44395;317854;315179;324082;312206;57.01;0.85%
44394;315186;313844;319148;312078;58.06;0.40%
44393;313940;318423;322398;310622;70.48;-1.40%
44392;318405;328205;331570;311758;76.95;-2.99%
44391;328207;327278;330519;316112;69.56;0.28%
44390;327281;331061;333077;322595;60.04;-1.16%
44389;331130;342283;345980;326628;63.24;-3.26%
44388;342277;335108;345806;333198;35.72;2.14%
44387;335106;337977;342210;330568;50.94;-0.85%
44386;337974;328663;340792;323670;67.14;2.83%
44385;328663;338594;339232;321469;108.09;-2.96%
44384;338678;342287;350366;338013;72.03;-1.05%
44383;342256;336885;350620;335817;83.63;1.60%
44382;336878;352970;353005;331641;88.36;-4.56%
44381;352982;347428;359576;347401;56.13;1.60%
44380;347428;338142;349098;333633;55.69;2.75%
44379;338134;335422;339259;327346;78.93;0.80%
44378;335436;350307;350327;328392;27.41;-4.23%
44377;350269;358326;360895;341266;107.07;-2.25%
44376;358347;344773;365903;342476;97.27;3.94%
44375;344759;346822;352312;339449;112.00;-0.58%
44374;346785;322471;346855;320417;148.80;7.55%
44373;322434;315921;326430;302069;156.67;2.06%
44372;315940;346605;354909;313379;193.43;-8.86%
44371;346658;336781;352499;323567;119.25;2.94%
44370;336743;324983;347843;317365;173.34;3.62%
